Distance,EventDestination_x,EventDestination_y,EventOrigin_x,EventOrigin_y,EventSubType,EventTime,MatchPeriod,Source,Target
29.07,29.0,69.0,51.0,50.0,Simple pass,1.33,1,Huskies_F2,Huskies_D6
13.0,75.0,12.0,88.0,12.0,Simple pass,10.36,1,Huskies_F1,Huskies_M6
3.16,72.0,13.0,75.0,12.0,Simple pass,12.09,1,Huskies_M6,Huskies_F2
2.24,90.0,72.0,89.0,70.0,Head pass,16.57,1,Opponent14_D2,Opponent14_G1
26.83,78.0,96.0,90.0,72.0,Hand pass,20.84,1,Opponent14_G1,Opponent14_D2
9.85,62.0,79.0,71.0,75.0,Simple pass,59.02,1,Huskies_F1,Huskies_F2
17.89,54.0,95.0,62.0,79.0,Simple pass,60.8,1,Huskies_F2,Huskies_D7
31.05,44.0,25.0,52.0,55.0,Simple pass,67.64,1,Huskies_F2,Huskies_D5
18.68,26.0,30.0,44.0,25.0,Simple pass,69.18,1,Huskies_D5,Huskies_D2
20.22,6.0,33.0,26.0,30.0,Simple pass,72.46,1,Huskies_D2,Huskies_G1
57.58,60.0,53.0,6.0,33.0,Launch,75.43,1,Huskies_G1,Huskies_F1
37.01,21.0,60.0,20.0,23.0,Simple pass,101.0,1,Huskies_D2,Huskies_D6
25.46,59.0,89.0,41.0,71.0,Simple pass,107.26,1,Huskies_D6,Huskies_F2
15.0,75.0,81.0,66.0,93.0,Simple pass,110.41,1,Huskies_M8,Huskies_F1
9.22,73.0,90.0,75.0,81.0,Simple pass,111.79,1,Huskies_F1,Huskies_M8
52.01,80.0,34.0,79.0,86.0,Simple pass,114.61,1,Opponent14_D2,Opponent14_G1
50.22,31.0,23.0,80.0,34.0,High pass,129.69,1,Opponent14_G1,Opponent14_F1
33.24,30.0,23.0,26.0,56.0,Head pass,134.22,1,Huskies_D6,Huskies_M6
44.0,32.0,9.0,32.0,53.0,Simple pass,148.86,1,Huskies_M1,Huskies_D5
27.51,23.0,35.0,32.0,9.0,Simple pass,151.75,1,Huskies_D5,Huskies_D2
47.38,29.0,82.0,23.0,35.0,Simple pass,154.69,1,Huskies_D2,Huskies_D6
45.35,73.0,71.0,29.0,82.0,High pass,158.69,1,Huskies_D6,Huskies_F1
13.6,28.0,9.0,36.0,20.0,Simple pass,205.84,1,Huskies_F2,Huskies_D5
44.0,72.0,9.0,28.0,9.0,High pass,206.71,1,Huskies_D5,Huskies_F1
3.0,28.0,17.0,31.0,17.0,Head pass,238.43,1,Opponent14_F1,Opponent14_M3
14.04,36.0,29.0,35.0,15.0,Simple pass,250.46,1,Opponent14_M2,Opponent14_M1
11.4,27.0,22.0,36.0,29.0,Simple pass,250.67,1,Opponent14_M1,Opponent14_M3
31.06,61.0,68.0,30.0,66.0,Head pass,281.93,1,Huskies_D6,Huskies_M4
10.2,61.0,79.0,51.0,81.0,Simple pass,284.52,1,Opponent14_M1,Opponent14_M2
9.22,59.0,88.0,61.0,79.0,Simple pass,285.26,1,Opponent14_M2,Opponent14_M1
19.72,76.0,78.0,59.0,88.0,Simple pass,287.55,1,Opponent14_M1,Opponent14_D4
34.01,75.0,44.0,76.0,78.0,Simple pass,289.19,1,Opponent14_D4,Opponent14_D3
30.15,72.0,14.0,75.0,44.0,Simple pass,293.05,1,Opponent14_D3,Opponent14_D1
27.66,78.0,41.0,72.0,14.0,Simple pass,294.53,1,Opponent14_D1,Opponent14_D3
42.95,69.0,83.0,78.0,41.0,Simple pass,297.06,1,Opponent14_D3,Opponent14_D4
14.32,66.0,97.0,69.0,83.0,Simple pass,300.23,1,Opponent14_D4,Opponent14_D2
22.36,70.0,75.0,66.0,97.0,Simple pass,301.12,1,Opponent14_D2,Opponent14_D4
42.3,75.0,33.0,70.0,75.0,Simple pass,303.3,1,Opponent14_D4,Opponent14_D3
6.4,34.0,21.0,30.0,16.0,Simple pass,315.89,1,Huskies_M1,Huskies_F2
61.19,94.0,9.0,34.0,21.0,High pass,317.47,1,Huskies_F2,Huskies_F1
18.25,76.0,6.0,94.0,9.0,Simple pass,325.81,1,Huskies_F1,Huskies_M6
6.4,68.0,23.0,73.0,19.0,Simple pass,328.18,1,Huskies_M6,Huskies_F2
9.06,76.0,15.0,75.0,6.0,Simple pass,331.22,1,Opponent14_F1,Opponent14_M3
8.94,68.0,11.0,76.0,15.0,Simple pass,331.98,1,Opponent14_M3,Opponent14_M1
30.15,71.0,13.0,68.0,43.0,Simple pass,336.12,1,Huskies_M4,Huskies_M6
14.87,75.0,59.0,65.0,48.0,Simple pass,358.2,1,Opponent14_M1,Opponent14_D4
27.02,74.0,32.0,75.0,59.0,Simple pass,359.64,1,Opponent14_D4,Opponent14_D3
36.01,73.0,68.0,74.0,32.0,Simple pass,365.29,1,Opponent14_D3,Opponent14_D4
30.36,64.0,97.0,73.0,68.0,Simple pass,369.49,1,Opponent14_D4,Opponent14_D2
41.77,72.0,56.0,64.0,97.0,Simple pass,370.34,1,Opponent14_D2,Opponent14_D4
20.12,90.0,47.0,72.0,56.0,Simple pass,373.43,1,Opponent14_D4,Opponent14_G1
20.62,74.0,34.0,90.0,47.0,Simple pass,379.07,1,Opponent14_G1,Opponent14_D3
11.4,65.0,41.0,74.0,34.0,Simple pass,381.57,1,Opponent14_D3,Opponent14_M2
19.24,62.0,60.0,65.0,41.0,Simple pass,384.6,1,Opponent14_M2,Opponent14_M1
33.02,61.0,93.0,62.0,60.0,Simple pass,386.83,1,Opponent14_M1,Opponent14_D4
16.12,40.0,75.0,32.0,89.0,Simple pass,392.65,1,Huskies_D7,Huskies_M1
33.11,26.0,45.0,40.0,75.0,Simple pass,394.16,1,Huskies_M1,Huskies_D2
9.85,35.0,41.0,26.0,45.0,Simple pass,396.17,1,Huskies_D2,Huskies_F2
12.53,29.0,52.0,35.0,41.0,Simple pass,398.66,1,Huskies_F2,Huskies_D2
25.02,28.0,77.0,29.0,52.0,Simple pass,400.14,1,Huskies_D2,Huskies_D6
28.02,27.0,49.0,28.0,77.0,Simple pass,402.56,1,Huskies_D6,Huskies_D2
26.0,27.0,23.0,27.0,49.0,Simple pass,406.43,1,Huskies_D2,Huskies_F2
27.29,54.0,27.0,27.0,23.0,Simple pass,409.14,1,Huskies_F2,Huskies_M6
25.5,71.0,8.0,54.0,27.0,Simple pass,411.42,1,Huskies_M6,Huskies_D5
35.36,40.0,25.0,71.0,8.0,Simple pass,413.24,1,Huskies_D5,Huskies_F2
8.49,67.0,87.0,73.0,93.0,Simple pass,419.47,1,Opponent14_D2,Opponent14_D5
10.0,67.0,97.0,67.0,87.0,Simple pass,421.11,1,Opponent14_D5,Opponent14_D2
12.65,22.0,79.0,26.0,67.0,Simple pass,479.14,1,Huskies_F2,Huskies_M1
50.7,9.0,30.0,22.0,79.0,Simple pass,482.31,1,Huskies_M1,Huskies_G1
65.38,74.0,37.0,9.0,30.0,Launch,488.7,1,Huskies_G1,Huskies_F1
12.04,85.0,36.0,73.0,35.0,Head pass,492.49,1,Opponent14_D3,Opponent14_G1
30.27,57.0,81.0,53.0,51.0,Simple pass,542.16,1,Opponent14_D4,Opponent14_D2
8.54,65.0,78.0,57.0,81.0,Simple pass,545.86,1,Opponent14_D2,Opponent14_D4
12.37,55.0,14.0,58.0,26.0,Simple pass,568.5,1,Huskies_M6,Huskies_D5
19.72,45.0,31.0,55.0,14.0,Simple pass,569.57,1,Huskies_D5,Huskies_F2
35.36,70.0,56.0,45.0,31.0,Smart pass,574.68,1,Huskies_F2,Huskies_F1
38.47,61.0,72.0,67.0,34.0,Simple pass,596.23,1,Opponent14_D3,Opponent14_D4
12.53,55.0,83.0,61.0,72.0,Simple pass,598.55,1,Opponent14_D4,Opponent14_M1
19.21,40.0,95.0,55.0,83.0,Simple pass,602.42,1,Opponent14_M1,Opponent14_D5
17.0,48.0,80.0,40.0,95.0,Simple pass,605.34,1,Opponent14_D5,Opponent14_M2
29.43,53.0,51.0,48.0,80.0,Simple pass,608.03,1,Opponent14_M2,Opponent14_D3
43.42,42.0,9.0,53.0,51.0,Simple pass,611.24,1,Opponent14_D3,Opponent14_D1
21.59,21.0,4.0,42.0,9.0,Simple pass,613.75,1,Opponent14_D1,Opponent14_F1
18.44,25.0,22.0,21.0,4.0,Simple pass,616.69,1,Opponent14_F1,Opponent14_M3
15.56,36.0,11.0,25.0,22.0,Simple pass,617.62,1,Opponent14_M3,Opponent14_D1
15.23,42.0,25.0,36.0,11.0,Simple pass,619.07,1,Opponent14_D1,Opponent14_M2
15.23,35.0,30.0,21.0,36.0,Simple pass,622.03,1,Huskies_D2,Huskies_M4
18.36,40.0,94.0,31.0,78.0,Simple pass,639.19,1,Huskies_D6,Huskies_D7
19.42,36.0,75.0,40.0,94.0,Simple pass,641.8,1,Huskies_D7,Huskies_D6
