Distance,EventDestination_x,EventDestination_y,EventOrigin_x,EventOrigin_y,EventSubType,EventTime,MatchPeriod,Source,Target
16.28,34.0,53.0,50.0,50.0,Simple pass,2.22,1,Huskies_M8,Huskies_D1
57.43,67.0,6.0,34.0,53.0,High pass,4.65,1,Huskies_D1,Huskies_F1
14.56,12.0,63.0,26.0,59.0,Simple pass,35.46,1,Huskies_D3,Huskies_G1
5.39,58.0,94.0,60.0,89.0,Simple pass,47.37,1,Opponent3_D1,Opponent3_D4
26.57,67.0,69.0,58.0,94.0,Simple pass,48.14,1,Opponent3_D4,Opponent3_D5
41.01,66.0,28.0,67.0,69.0,Simple pass,50.66,1,Opponent3_D5,Opponent3_D2
15.62,54.0,38.0,66.0,28.0,Simple pass,53.58,1,Opponent3_D2,Opponent3_M3
18.03,53.0,20.0,54.0,38.0,Simple pass,55.35,1,Opponent3_M3,Opponent3_D2
24.02,52.0,44.0,53.0,20.0,Simple pass,56.46,1,Opponent3_D2,Opponent3_M3
14.32,38.0,47.0,52.0,44.0,Simple pass,58.51,1,Opponent3_M3,Opponent3_F2
8.06,31.0,43.0,38.0,47.0,Simple pass,59.48,1,Opponent3_F2,Opponent3_F4
13.15,33.0,30.0,31.0,43.0,Simple pass,60.18,1,Opponent3_F4,Opponent3_M4
27.31,22.0,5.0,33.0,30.0,Simple pass,61.65,1,Opponent3_M4,Opponent3_M2
54.04,65.0,93.0,67.0,39.0,Simple pass,105.84,1,Opponent3_F2,Opponent3_D4
12.17,63.0,81.0,65.0,93.0,Simple pass,110.67,1,Opponent3_D4,Opponent3_M5
14.04,64.0,95.0,63.0,81.0,Simple pass,112.53,1,Opponent3_M5,Opponent3_D4
13.6,77.0,91.0,64.0,95.0,Simple pass,113.5,1,Opponent3_D4,Opponent3_D1
44.78,95.0,50.0,77.0,91.0,Simple pass,115.8,1,Opponent3_D1,Opponent3_G1
24.52,90.0,26.0,95.0,50.0,Simple pass,120.6,1,Opponent3_G1,Opponent3_D2
61.47,67.0,83.0,90.0,26.0,Simple pass,123.58,1,Opponent3_D2,Opponent3_D1
24.6,45.0,72.0,67.0,83.0,Simple pass,130.68,1,Opponent3_D1,Opponent3_F2
26.25,62.0,92.0,45.0,72.0,Simple pass,131.65,1,Opponent3_F2,Opponent3_D1
28.16,70.0,65.0,62.0,92.0,Simple pass,133.17,1,Opponent3_D1,Opponent3_M5
10.3,65.0,56.0,70.0,65.0,Simple pass,135.59,1,Opponent3_M5,Opponent3_D5
29.0,65.0,85.0,65.0,56.0,Simple pass,137.73,1,Opponent3_D5,Opponent3_D1
88.68,21.0,8.0,65.0,85.0,High pass,142.63,1,Opponent3_D1,Opponent3_M2
19.85,36.0,21.0,21.0,8.0,Simple pass,147.8,1,Opponent3_M2,Opponent3_M3
11.18,38.0,32.0,36.0,21.0,Simple pass,150.04,1,Opponent3_M3,Opponent3_M5
34.23,34.0,51.0,38.0,85.0,Simple pass,158.23,1,Opponent3_D1,Opponent3_M5
7.28,30.0,43.0,28.0,50.0,Simple pass,161.82,1,Huskies_M3,Huskies_M4
14.32,27.0,29.0,30.0,43.0,Simple pass,163.31,1,Huskies_M4,Huskies_D5
42.54,64.0,8.0,27.0,29.0,Simple pass,165.64,1,Huskies_D5,Huskies_F1
25.61,45.0,24.0,61.0,4.0,Simple pass,171.35,1,Huskies_F1,Huskies_M3
23.32,41.0,41.0,53.0,21.0,Simple pass,175.42,1,Opponent3_F2,Opponent3_M5
2.24,40.0,39.0,41.0,41.0,Simple pass,176.69,1,Opponent3_M5,Opponent3_F4
29.55,14.0,62.0,41.0,50.0,Simple pass,178.79,1,Huskies_M1,Huskies_D7
17.89,6.0,46.0,14.0,62.0,Simple pass,181.93,1,Huskies_D7,Huskies_G1
22.36,63.0,92.0,67.0,70.0,Simple pass,190.91,1,Opponent3_D1,Opponent3_D4
14.04,64.0,78.0,63.0,92.0,Simple pass,194.62,1,Opponent3_D4,Opponent3_M5
20.1,62.0,98.0,64.0,78.0,Simple pass,195.99,1,Opponent3_M5,Opponent3_D4
27.59,82.0,79.0,62.0,98.0,Simple pass,197.66,1,Opponent3_D4,Opponent3_D1
29.83,89.0,50.0,82.0,79.0,Simple pass,200.6,1,Opponent3_D1,Opponent3_G1
10.44,22.0,92.0,32.0,95.0,Simple pass,230.07,1,Huskies_M1,Huskies_D7
30.41,31.0,58.0,45.0,85.0,Simple pass,240.09,1,Opponent3_D1,Opponent3_M3
40.82,10.0,93.0,31.0,58.0,High pass,242.42,1,Opponent3_M3,Opponent3_D4
30.08,32.0,36.0,24.0,65.0,Simple pass,249.62,1,Opponent3_M3,Opponent3_D2
8.06,13.0,16.0,21.0,15.0,Simple pass,271.43,1,Opponent3_M2,Opponent3_M4
7.0,74.0,40.0,74.0,33.0,Simple pass,312.17,1,Huskies_M6,Huskies_M4
17.09,80.0,24.0,74.0,40.0,Simple pass,312.36,1,Huskies_M4,Huskies_M6
13.04,84.0,56.0,77.0,45.0,Simple pass,317.18,1,Huskies_F1,Huskies_M8
32.45,89.0,82.0,62.0,64.0,Head pass,322.99,1,Huskies_D1,Huskies_M8
27.17,86.0,55.0,89.0,82.0,Cross,326.22,1,Huskies_M8,Huskies_M6
48.27,89.0,51.0,78.0,98.0,Simple pass,341.47,1,Opponent3_F2,Opponent3_G1
35.85,75.0,18.0,89.0,51.0,Simple pass,345.89,1,Opponent3_G1,Opponent3_D2
23.6,61.0,37.0,75.0,18.0,Simple pass,350.71,1,Opponent3_D2,Opponent3_M3
61.4,79.0,98.0,18.0,91.0,High pass,375.67,1,Huskies_D1,Huskies_F1
8.49,81.0,96.0,75.0,90.0,Simple pass,390.64,1,Opponent3_D5,Opponent3_D4
10.77,91.0,92.0,81.0,96.0,Simple pass,391.94,1,Opponent3_D4,Opponent3_D1
20.62,32.0,97.0,12.0,92.0,Simple pass,401.57,1,Huskies_G1,Huskies_D1
24.35,40.0,74.0,32.0,97.0,Simple pass,408.3,1,Huskies_D1,Huskies_M3
22.56,45.0,96.0,40.0,74.0,Simple pass,409.66,1,Huskies_M3,Huskies_D7
25.24,59.0,79.0,38.0,93.0,Head pass,410.86,1,Opponent3_F2,Opponent3_D4
8.94,63.0,71.0,59.0,79.0,Simple pass,413.75,1,Opponent3_D4,Opponent3_D5
26.17,66.0,45.0,63.0,71.0,Simple pass,415.89,1,Opponent3_D5,Opponent3_D2
19.1,10.0,94.0,29.0,92.0,Simple pass,424.85,1,Opponent3_F4,Opponent3_F2
14.14,13.0,59.0,27.0,61.0,Simple pass,431.61,1,Opponent3_M5,Opponent3_F4
10.2,11.0,69.0,13.0,59.0,Simple pass,433.99,1,Opponent3_F4,Opponent3_D4
25.08,39.0,58.0,37.0,83.0,Simple pass,441.1,1,Opponent3_M5,Opponent3_M3
17.49,54.0,49.0,39.0,58.0,Simple pass,443.26,1,Opponent3_M3,Opponent3_D5
25.3,30.0,57.0,54.0,49.0,Simple pass,446.24,1,Opponent3_D5,Opponent3_F4
14.42,38.0,51.0,26.0,59.0,Simple pass,451.04,1,Huskies_D1,Huskies_M4
26.91,95.0,49.0,75.0,31.0,Simple pass,459.33,1,Opponent3_D2,Opponent3_G1
39.2,91.0,10.0,95.0,49.0,Simple pass,461.08,1,Opponent3_G1,Opponent3_D2
8.54,83.0,7.0,91.0,10.0,Simple pass,463.87,1,Opponent3_D2,Opponent3_M2
21.95,64.0,18.0,83.0,7.0,Simple pass,465.7,1,Opponent3_M2,Opponent3_M4
6.32,66.0,35.0,72.0,33.0,Simple pass,469.19,1,Huskies_M4,Huskies_D3
25.08,76.0,12.0,66.0,35.0,Simple pass,471.52,1,Huskies_D3,Huskies_M6
10.82,67.0,6.0,76.0,12.0,Simple pass,473.09,1,Huskies_M6,Huskies_D5
26.91,85.0,26.0,67.0,6.0,Simple pass,475.51,1,Huskies_D5,Huskies_M6
20.02,84.0,6.0,85.0,26.0,Simple pass,476.92,1,Huskies_M6,Huskies_D5
48.05,94.0,53.0,84.0,6.0,Cross,478.93,1,Huskies_D5,Huskies_F1
24.52,67.0,74.0,62.0,98.0,Simple pass,495.56,1,Opponent3_D4,Opponent3_M5
10.44,70.0,84.0,67.0,74.0,Simple pass,497.47,1,Opponent3_M5,Opponent3_D1
27.29,74.0,57.0,70.0,84.0,Simple pass,499.87,1,Opponent3_D1,Opponent3_D5
32.39,69.0,25.0,74.0,57.0,Simple pass,503.18,1,Opponent3_D5,Opponent3_D2
17.8,58.0,39.0,69.0,25.0,Simple pass,506.45,1,Opponent3_D2,Opponent3_M3
17.72,63.0,22.0,58.0,39.0,Simple pass,508.16,1,Opponent3_M3,Opponent3_D2
6.32,61.0,28.0,63.0,22.0,Simple pass,510.15,1,Opponent3_D2,Opponent3_M3
8.94,74.0,23.0,70.0,31.0,Simple pass,512.89,1,Opponent3_D5,Opponent3_D2
13.0,74.0,36.0,74.0,23.0,Simple pass,514.96,1,Opponent3_D2,Opponent3_D5
46.57,62.0,81.0,74.0,36.0,Simple pass,517.37,1,Opponent3_D5,Opponent3_D1
15.3,65.0,66.0,62.0,81.0,Simple pass,521.39,1,Opponent3_D1,Opponent3_M5
24.19,44.0,78.0,65.0,66.0,Simple pass,523.06,1,Opponent3_M5,Opponent3_F2
35.36,53.0,36.0,48.0,71.0,Simple pass,529.16,1,Opponent3_F4,Opponent3_D2
16.0,37.0,36.0,53.0,36.0,Simple pass,531.48,1,Opponent3_D2,Opponent3_F4
9.22,35.0,27.0,37.0,36.0,Simple pass,536.54,1,Opponent3_F4,Opponent3_M3
23.85,22.0,7.0,35.0,27.0,Simple pass,538.29,1,Opponent3_M3,Opponent3_M2
6.4,18.0,12.0,22.0,7.0,Simple pass,541.08,1,Opponent3_M2,Opponent3_M4
10.63,26.0,5.0,18.0,12.0,Simple pass,543.13,1,Opponent3_M4,Opponent3_M2
13.15,28.0,18.0,26.0,5.0,Simple pass,544.99,1,Opponent3_M2,Opponent3_M3
7.28,35.0,16.0,28.0,18.0,Simple pass,546.13,1,Opponent3_M3,Opponent3_D2
9.49,38.0,25.0,35.0,16.0,Simple pass,548.9,1,Opponent3_D2,Opponent3_M3
18.6,27.0,10.0,38.0,25.0,Simple pass,552.19,1,Opponent3_M3,Opponent3_M4
74.33,9.0,92.0,23.0,19.0,High pass,557.47,1,Opponent3_M4,Opponent3_D4
12.81,24.0,68.0,16.0,58.0,Simple pass,578.77,1,Opponent3_M5,Opponent3_D4
13.6,42.0,37.0,34.0,26.0,Simple pass,583.79,1,Opponent3_M2,Opponent3_M2
17.03,12.0,26.0,13.0,9.0,Simple pass,626.4,1,Opponent3_M2,Opponent3_F4
13.04,25.0,25.0,12.0,26.0,Simple pass,627.55,1,Opponent3_F4,Opponent3_M4
16.97,13.0,37.0,25.0,25.0,Simple pass,632.49,1,Opponent3_M4,Opponent3_F2
30.15,29.0,37.0,32.0,67.0,Simple pass,643.69,1,Opponent3_D1,Opponent3_M4
32.02,30.0,69.0,29.0,37.0,Simple pass,646.19,1,Opponent3_M4,Opponent3_D1
29.73,20.0,97.0,30.0,69.0,Simple pass,648.17,1,Opponent3_D1,Opponent3_D4
62.48,66.0,31.0,26.0,79.0,Launch,694.84,1,Huskies_G1,Huskies_F1
44.41,69.0,81.0,75.0,37.0,Simple pass,714.38,1,Opponent3_D5,Opponent3_D1
10.0,35.0,85.0,45.0,85.0,Simple pass,720.6,1,Opponent3_D1,Opponent3_F2
13.45,26.0,95.0,35.0,85.0,Simple pass,722.41,1,Opponent3_F2,Opponent3_D4
8.54,34.0,92.0,26.0,95.0,Simple pass,726.19,1,Opponent3_D4,Opponent3_D1
20.62,39.0,72.0,34.0,92.0,Simple pass,729.03,1,Opponent3_D1,Opponent3_M5
29.0,39.0,43.0,39.0,72.0,Simple pass,731.77,1,Opponent3_M5,Opponent3_M3
30.15,42.0,73.0,39.0,43.0,Simple pass,732.43,1,Opponent3_M3,Opponent3_M5
13.93,37.0,86.0,42.0,73.0,Simple pass,735.1,1,Opponent3_M5,Opponent3_D1
16.16,31.0,71.0,37.0,86.0,Simple pass,737.75,1,Opponent3_D1,Opponent3_M5
6.4,27.0,66.0,31.0,71.0,Simple pass,739.01,1,Opponent3_M5,Opponent3_D4
25.63,36.0,90.0,27.0,66.0,Simple pass,739.78,1,Opponent3_D4,Opponent3_D1
66.49,8.0,20.0,22.0,85.0,High pass,745.91,1,Opponent3_F4,Opponent3_M2
15.62,13.0,8.0,23.0,20.0,Simple pass,751.22,1,Opponent3_M3,Opponent3_M2
19.72,30.0,18.0,13.0,8.0,Simple pass,754.39,1,Opponent3_M2,Opponent3_M3
10.3,39.0,23.0,30.0,18.0,Simple pass,756.71,1,Opponent3_M3,Opponent3_D2
53.01,38.0,76.0,39.0,23.0,Simple pass,759.67,1,Opponent3_D2,Opponent3_D1
10.2,36.0,66.0,38.0,76.0,Simple pass,764.53,1,Opponent3_D1,Opponent3_M5
18.68,31.0,84.0,36.0,66.0,Simple pass,766.35,1,Opponent3_M5,Opponent3_D1
9.85,27.0,93.0,31.0,84.0,Simple pass,768.3,1,Opponent3_D1,Opponent3_F2
22.47,31.0,75.0,19.0,94.0,Simple pass,775.08,1,Opponent3_F4,Opponent3_M5
18.11,33.0,93.0,31.0,75.0,Simple pass,776.94,1,Opponent3_M5,Opponent3_D1
7.21,27.0,89.0,33.0,93.0,Simple pass,779.5,1,Opponent3_D1,Opponent3_F4
50.25,32.0,39.0,27.0,89.0,Simple pass,783.5,1,Opponent3_F4,Opponent3_M3
22.02,31.0,17.0,32.0,39.0,Simple pass,786.43,1,Opponent3_M3,Opponent3_D2
14.14,21.0,7.0,31.0,17.0,Simple pass,788.91,1,Opponent3_D2,Opponent3_M2
21.1,39.0,18.0,21.0,7.0,Simple pass,790.94,1,Opponent3_M2,Opponent3_D2
30.48,59.0,41.0,39.0,18.0,Simple pass,794.62,1,Opponent3_D2,Opponent3_D5
46.04,57.0,87.0,59.0,41.0,Simple pass,797.27,1,Opponent3_D5,Opponent3_D1
18.87,41.0,97.0,57.0,87.0,Simple pass,799.89,1,Opponent3_D1,Opponent3_D4
12.0,45.0,100.0,45.0,88.0,Simple pass,806.16,1,Opponent3_M5,Opponent3_D4
8.06,14.0,94.0,22.0,93.0,Simple pass,815.67,1,Opponent3_F2,Opponent3_F4
13.6,26.0,11.0,13.0,7.0,Simple pass,839.22,1,Opponent3_M2,Opponent3_D2
5.1,31.0,10.0,26.0,11.0,Simple pass,841.75,1,Opponent3_D2,Opponent3_M4
29.07,33.0,39.0,31.0,10.0,Simple pass,844.08,1,Opponent3_M4,Opponent3_M3
57.04,31.0,96.0,33.0,39.0,Simple pass,846.87,1,Opponent3_M3,Opponent3_F4
5.66,27.0,92.0,31.0,96.0,Simple pass,850.97,1,Opponent3_F4,Opponent3_D4
5.39,30.0,86.0,25.0,84.0,Simple pass,854.8,1,Huskies_D7,Huskies_M1
5.1,29.0,81.0,30.0,86.0,Simple pass,855.96,1,Huskies_M1,Huskies_M3
32.56,61.0,87.0,29.0,81.0,High pass,856.82,1,Huskies_M3,Huskies_F1
29.68,90.0,51.0,74.0,76.0,Simple pass,861.5,1,Opponent3_D5,Opponent3_G1
8.6,83.0,46.0,90.0,51.0,Simple pass,864.15,1,Opponent3_G1,Opponent3_D2
40.01,84.0,86.0,83.0,46.0,Simple pass,865.95,1,Opponent3_D2,Opponent3_D5
