Distance,EventDestination_x,EventDestination_y,EventOrigin_x,EventOrigin_y,EventSubType,EventTime,MatchPeriod,Source,Target
10.44,61.0,55.0,51.0,52.0,Simple pass,0.9,1,Opponent6_F1,Opponent6_M1
43.86,43.0,95.0,61.0,55.0,High pass,2.37,1,Opponent6_M1,Opponent6_M2
15.26,26.0,98.0,34.0,85.0,Simple pass,25.19,1,Opponent6_F1,Opponent6_M2
21.38,59.0,95.0,38.0,99.0,Simple pass,29.42,1,Huskies_F2,Huskies_F1
16.49,47.0,50.0,43.0,66.0,Simple pass,33.59,1,Opponent6_M3,Opponent6_M4
10.3,52.0,59.0,47.0,50.0,Simple pass,34.45,1,Opponent6_M4,Opponent6_M1
52.17,41.0,8.0,52.0,59.0,High pass,35.7,1,Opponent6_M1,Opponent6_D2
21.63,24.0,23.0,12.0,5.0,Simple pass,59.8,1,Opponent6_D2,Opponent6_M1
15.0,37.0,14.0,25.0,5.0,Head pass,66.77,1,Huskies_M6,Huskies_M1
16.55,25.0,23.0,32.0,8.0,Simple pass,70.39,1,Huskies_M1,Huskies_D4
35.47,33.0,41.0,60.0,18.0,Head pass,75.21,1,Opponent6_D3,Opponent6_M2
48.27,52.0,89.0,41.0,42.0,Simple pass,79.86,1,Opponent6_M2,Opponent6_D1
10.82,36.0,75.0,45.0,69.0,Simple pass,93.86,1,Opponent6_D4,Opponent6_M3
44.6,66.0,42.0,36.0,75.0,Simple pass,94.65,1,Opponent6_M3,Opponent6_D3
24.17,56.0,20.0,66.0,42.0,Simple pass,97.95,1,Opponent6_D3,Opponent6_D2
2.83,37.0,29.0,35.0,31.0,Simple pass,107.32,1,Huskies_M1,Huskies_M6
21.19,30.0,9.0,37.0,29.0,Simple pass,108.08,1,Huskies_M6,Huskies_D4
18.03,28.0,39.0,38.0,24.0,Simple pass,112.2,1,Opponent6_M1,Opponent6_F2
34.0,28.0,73.0,28.0,39.0,Simple pass,114.02,1,Opponent6_F2,Opponent6_M2
21.59,33.0,94.0,28.0,73.0,Simple pass,116.61,1,Opponent6_M2,Opponent6_D1
14.42,21.0,86.0,33.0,94.0,Simple pass,118.94,1,Opponent6_D1,Opponent6_F1
14.14,7.0,88.0,21.0,86.0,Simple pass,122.55,1,Opponent6_F1,Opponent6_D1
19.42,40.0,39.0,24.0,50.0,Launch,127.58,1,Huskies_M6,Huskies_F1
24.74,30.0,97.0,36.0,73.0,Simple pass,167.86,1,Opponent6_M3,Opponent6_D1
16.4,40.0,84.0,30.0,97.0,Simple pass,172.71,1,Opponent6_D1,Opponent6_M3
22.36,36.0,62.0,40.0,84.0,Simple pass,174.53,1,Opponent6_M3,Opponent6_M1
37.8,13.0,54.0,36.0,84.0,High pass,200.22,1,Opponent6_M3,Opponent6_F1
54.23,27.0,90.0,22.0,36.0,Simple pass,216.34,1,Huskies_D2,Huskies_D6
61.52,88.0,98.0,27.0,90.0,High pass,218.55,1,Huskies_D6,Huskies_F1
7.07,87.0,97.0,88.0,90.0,Simple pass,248.86,1,Huskies_M1,Huskies_D5
18.68,69.0,92.0,87.0,97.0,Simple pass,249.89,1,Huskies_D5,Huskies_M3
9.22,70.0,84.0,72.0,93.0,Simple pass,254.6,1,Huskies_M3,Huskies_M1
12.0,70.0,72.0,70.0,84.0,Simple pass,255.65,1,Huskies_M1,Huskies_F2
5.1,75.0,73.0,70.0,72.0,Simple pass,257.3,1,Huskies_F2,Huskies_M6
26.68,81.0,99.0,75.0,73.0,Simple pass,259.52,1,Huskies_M6,Huskies_D5
7.07,70.0,42.0,69.0,49.0,Simple pass,319.77,1,Huskies_D5,Huskies_F2
22.47,51.0,54.0,70.0,42.0,Simple pass,321.39,1,Huskies_F2,Huskies_D6
14.14,67.0,8.0,81.0,10.0,Simple pass,329.5,1,Huskies_M6,Huskies_M3
32.0,67.0,40.0,67.0,8.0,Simple pass,331.82,1,Huskies_M3,Huskies_M1
