Distance,EventDestination_x,EventDestination_y,EventOrigin_x,EventOrigin_y,EventSubType,EventTime,MatchPeriod,Source,Target
24.41,36.0,71.0,50.0,51.0,Simple pass,1.5,1,Huskies_F6,Huskies_D1
24.33,67.0,8.0,71.0,32.0,Simple pass,39.17,1,Opponent12_D5,Opponent12_D2
8.06,61.0,0.0,65.0,7.0,Simple pass,63.67,1,Opponent12_D2,Opponent12_D2
15.26,75.0,15.0,62.0,7.0,High pass,106.84,1,Huskies_D5,Huskies_F4
34.67,33.0,46.0,62.0,27.0,Simple pass,142.46,1,Huskies_M1,Huskies_D8
48.1,66.0,81.0,33.0,46.0,High pass,145.71,1,Huskies_D8,Huskies_D5
9.22,75.0,85.0,66.0,87.0,Simple pass,192.29,1,Huskies_M1,Huskies_F4
31.02,78.0,66.0,67.0,95.0,Simple pass,195.34,1,Opponent12_F2,Opponent12_M2
16.16,40.0,83.0,46.0,98.0,Head pass,234.08,1,Opponent12_M4,Opponent12_M4
40.31,76.0,82.0,36.0,77.0,High pass,236.83,1,Huskies_F2,Huskies_F6
64.66,28.0,87.0,83.0,53.0,Launch,357.09,1,Opponent12_G2,Opponent12_F2
22.02,38.0,72.0,52.0,55.0,Head pass,365.25,1,Opponent12_D5,Opponent12_M4
16.03,37.0,57.0,38.0,73.0,Simple pass,371.01,1,Huskies_M1,Huskies_F2
27.66,31.0,30.0,37.0,57.0,Simple pass,374.48,1,Huskies_F2,Huskies_D9
20.25,72.0,34.0,61.0,17.0,Simple pass,379.36,1,Huskies_D9,Huskies_M4
36.35,63.0,26.0,27.0,21.0,Launch,428.45,1,Huskies_D9,Huskies_F4
15.65,64.0,39.0,57.0,25.0,Simple pass,435.58,1,Opponent12_M4,Opponent12_D5
23.54,69.0,62.0,64.0,39.0,Simple pass,439.46,1,Opponent12_D5,Opponent12_D6
55.04,67.0,7.0,69.0,62.0,Simple pass,441.85,1,Opponent12_D6,Opponent12_D2
8.0,59.0,7.0,67.0,7.0,Simple pass,444.94,1,Opponent12_D2,Opponent12_M3
13.93,54.0,20.0,59.0,7.0,Simple pass,445.08,1,Opponent12_M3,Opponent12_M2
31.83,16.0,37.0,38.0,14.0,Simple pass,448.31,1,Huskies_D9,Huskies_G1
9.9,38.0,73.0,31.0,80.0,Simple pass,488.02,1,Huskies_D8,Huskies_M1
14.32,35.0,87.0,38.0,73.0,Simple pass,489.52,1,Huskies_M1,Huskies_D8
29.15,62.0,98.0,35.0,87.0,Simple pass,490.25,1,Huskies_D8,Huskies_F6
17.03,48.0,59.0,59.0,72.0,Simple pass,509.25,1,Huskies_M4,Huskies_F2
38.29,77.0,84.0,48.0,59.0,High pass,513.37,1,Huskies_F2,Huskies_F6
13.93,72.0,62.0,77.0,75.0,Head pass,516.31,1,Huskies_F6,Huskies_M6
32.02,39.0,82.0,8.0,90.0,High pass,560.45,1,Huskies_D1,Huskies_M4
12.65,35.0,69.0,39.0,81.0,Simple pass,563.77,1,Huskies_M4,Huskies_M6
