Id,Label
0.0,Opponent17_M1
1.0,Opponent17_D1
2.0,Opponent17_M2
3.0,Opponent17_M1
4.0,Opponent17_M3
5.0,Opponent17_M4
6.0,Opponent17_D2
7.0,Opponent17_M5
8.0,Huskies_M1
9.0,Opponent17_M5
10.0,Opponent17_M4
11.0,Opponent17_M5
12.0,Opponent17_D2
13.0,Opponent17_M5
14.0,Huskies_F2
15.0,Huskies_G1
16.0,Opponent17_D3
17.0,Opponent17_M5
18.0,Huskies_M1
19.0,Huskies_M1
20.0,Opponent17_M4
21.0,Opponent17_D2
22.0,Opponent17_M4
23.0,Opponent17_D2
24.0,Opponent17_M4
25.0,Opponent17_D4
26.0,Opponent17_M2
27.0,Opponent17_D4
28.0,Opponent17_M2
29.0,Opponent17_D1
30.0,Opponent17_D2
31.0,Opponent17_M1
32.0,Opponent17_D3
33.0,Opponent17_D4
34.0,Opponent17_M2
35.0,Opponent17_D4
36.0,Opponent17_D3
37.0,Opponent17_M5
38.0,Opponent17_M1
39.0,Opponent17_M5
40.0,Opponent17_D2
41.0,Huskies_M6
42.0,Huskies_F2
43.0,Huskies_D5
44.0,Huskies_M6
45.0,Huskies_D5
46.0,Opponent17_D3
47.0,Opponent17_M2
48.0,Opponent17_D4
49.0,Opponent17_M5
50.0,Opponent17_D3
51.0,Opponent17_D1
52.0,Opponent17_D2
53.0,Huskies_M1
54.0,Huskies_D2
55.0,Huskies_D6
56.0,Huskies_M1
57.0,Huskies_M3
58.0,Huskies_D6
59.0,Huskies_D7
60.0,Huskies_F2
61.0,Opponent17_D4
62.0,Opponent17_M3
63.0,Huskies_D7
64.0,Huskies_G1
65.0,Huskies_F1
66.0,Huskies_M1
67.0,Huskies_M3
68.0,Huskies_D5
69.0,Huskies_F2
70.0,Huskies_M3
71.0,Huskies_F2
72.0,Huskies_D6
73.0,Huskies_D2
74.0,Huskies_M3
75.0,Huskies_M1
76.0,Huskies_D2
77.0,Huskies_D6
78.0,Huskies_D5
79.0,Huskies_M3
80.0,Opponent17_D2
81.0,Opponent17_D1
82.0,Huskies_D2
83.0,Huskies_D6
84.0,Huskies_F2
85.0,Huskies_D6
86.0,Huskies_M3
87.0,Huskies_D5
88.0,Huskies_D2
89.0,Huskies_M1
90.0,Huskies_D6
91.0,Huskies_D2
92.0,Huskies_M3
93.0,Huskies_M1
94.0,Huskies_D2
95.0,Huskies_M1
96.0,Huskies_D6
97.0,Huskies_D2
98.0,Huskies_M1
99.0,Huskies_D5
100.0,Huskies_M6
101.0,Huskies_M1
102.0,Huskies_F2
103.0,Huskies_M3
104.0,Huskies_D7
105.0,Huskies_M8
106.0,Huskies_M6
107.0,Opponent17_G1
108.0,Opponent17_M1
109.0,Opponent17_D1
110.0,Opponent17_D1
111.0,Opponent17_D1
112.0,Huskies_F2
113.0,Opponent17_D3
114.0,Opponent17_M1
115.0,Opponent17_D3
116.0,Opponent17_M1
117.0,Opponent17_D3
118.0,Opponent17_M4
119.0,Opponent17_D2
120.0,Opponent17_M5
121.0,Huskies_D5
122.0,Opponent17_M1
123.0,Opponent17_M4
124.0,Opponent17_M3
125.0,Opponent17_D4
126.0,Opponent17_M1
127.0,Opponent17_D2
128.0,Opponent17_M5
129.0,Opponent17_M1
130.0,Opponent17_M3
131.0,Opponent17_M1
132.0,Huskies_M3
133.0,Opponent17_D2
134.0,Opponent17_D1
135.0,Huskies_D2
136.0,Opponent17_M2
137.0,Opponent17_M5
138.0,Opponent17_M4
139.0,Opponent17_D2
140.0,Opponent17_F1
141.0,Opponent17_M3
142.0,Huskies_G1
143.0,Huskies_D6
144.0,Huskies_G1
145.0,Huskies_D5
146.0,Huskies_D2
