Distance,EventDestination_x,EventDestination_y,EventOrigin_x,EventOrigin_y,EventSubType,EventTime,MatchPeriod,Source,Target
25.0,30.0,64.0,50.0,49.0,Simple pass,6.21,1,Huskies_M12,Huskies_D6
10.63,33.0,18.0,25.0,11.0,Simple pass,42.87,1,Opponent4_M1,Opponent4_M3
12.21,26.0,8.0,33.0,18.0,Simple pass,43.06,1,Opponent4_M3,Opponent4_D6
4.0,30.0,8.0,26.0,8.0,Simple pass,43.99,1,Opponent4_D6,Opponent4_M3
27.86,40.0,34.0,30.0,8.0,Simple pass,45.54,1,Opponent4_M3,Opponent4_M5
24.04,31.0,58.0,38.0,35.0,Simple pass,50.45,1,Opponent4_M5,Opponent4_M4
23.19,63.0,92.0,66.0,69.0,Simple pass,88.35,1,Opponent4_M5,Opponent4_F2
16.64,15.0,94.0,24.0,80.0,Simple pass,114.79,1,Opponent4_M5,Opponent4_F2
11.7,23.0,86.0,12.0,82.0,Simple pass,125.86,1,Opponent4_M1,Opponent4_M5
9.0,32.0,86.0,23.0,86.0,Simple pass,126.0,1,Opponent4_M5,Opponent4_D5
19.1,19.0,100.0,32.0,86.0,Simple pass,127.64,1,Opponent4_D5,Opponent4_M1
42.95,10.0,58.0,19.0,100.0,Cross,130.84,1,Opponent4_M1,Opponent4_F1
19.85,42.0,63.0,27.0,76.0,Simple pass,135.88,1,Opponent4_M1,Opponent4_D2
13.04,35.0,74.0,42.0,63.0,Simple pass,139.2,1,Opponent4_D2,Opponent4_M5
15.13,27.0,57.0,29.0,72.0,Simple pass,145.78,1,Opponent4_F1,Opponent4_M1
11.18,22.0,67.0,27.0,57.0,Simple pass,146.68,1,Opponent4_M1,Opponent4_F1
22.02,40.0,26.0,23.0,40.0,Simple pass,151.05,1,Huskies_D5,Huskies_F2
18.03,34.0,43.0,40.0,26.0,Simple pass,154.42,1,Huskies_F2,Huskies_M1
14.87,60.0,30.0,74.0,25.0,Simple pass,168.17,1,Opponent4_D1,Opponent4_M3
21.84,54.0,9.0,60.0,30.0,Simple pass,170.09,1,Opponent4_M3,Opponent4_D6
10.3,73.0,19.0,64.0,24.0,Simple pass,176.17,1,Huskies_M1,Huskies_F5
13.42,61.0,25.0,73.0,19.0,Simple pass,176.65,1,Huskies_F5,Huskies_M1
20.62,69.0,44.0,61.0,25.0,Simple pass,177.47,1,Huskies_M1,Huskies_F2
24.6,68.0,76.0,46.0,87.0,Simple pass,190.59,1,Opponent4_F2,Opponent4_D2
