Id,Label
0.0,Huskies_M12
1.0,Opponent4_M1
2.0,Opponent4_M3
3.0,Opponent4_D6
4.0,Opponent4_M3
5.0,Opponent4_M5
6.0,Opponent4_M5
7.0,Opponent4_M5
8.0,Opponent4_M1
9.0,Opponent4_M5
10.0,Opponent4_D5
11.0,Opponent4_M1
12.0,Opponent4_M1
13.0,Opponent4_D2
14.0,Opponent4_F1
15.0,Opponent4_M1
16.0,Huskies_D5
17.0,Huskies_F2
18.0,Opponent4_D1
19.0,Opponent4_M3
20.0,Huskies_M1
21.0,Huskies_F5
22.0,Huskies_M1
23.0,Opponent4_F2
24.0,Opponent4_D2
25.0,Opponent4_M5
26.0,Huskies_M13
27.0,Huskies_M1
28.0,Huskies_D5
29.0,Huskies_F2
30.0,Huskies_M1
31.0,Huskies_D6
32.0,Opponent4_D5
33.0,Opponent4_M5
34.0,Opponent4_D2
35.0,Opponent4_M3
36.0,Opponent4_M4
37.0,Opponent4_M1
38.0,Opponent4_D6
39.0,Opponent4_M3
40.0,Opponent4_D2
41.0,Opponent4_D1
42.0,Opponent4_M3
43.0,Opponent4_M4
44.0,Opponent4_D5
45.0,Opponent4_M1
46.0,Opponent4_D2
47.0,Opponent4_M4
48.0,Opponent4_M5
49.0,Opponent4_D1
50.0,Opponent4_F1
51.0,Opponent4_D6
52.0,Opponent4_M1
53.0,Opponent4_M5
54.0,Opponent4_M4
55.0,Opponent4_M1
56.0,Huskies_F5
57.0,Opponent4_M5
58.0,Huskies_M1
59.0,Huskies_D7
60.0,Huskies_D3
61.0,Huskies_D5
62.0,Huskies_M1
63.0,Huskies_F2
64.0,Huskies_M13
65.0,Huskies_F2
66.0,Huskies_D7
67.0,Huskies_M13
68.0,Huskies_D6
69.0,Huskies_D3
70.0,Huskies_D6
71.0,Huskies_M1
72.0,Huskies_M6
73.0,Huskies_M1
74.0,Opponent4_D5
75.0,Opponent4_M3
76.0,Opponent4_M5
77.0,Opponent4_D1
78.0,Opponent4_D2
79.0,Opponent4_D6
80.0,Opponent4_D2
81.0,Opponent4_D2
82.0,Opponent4_M3
83.0,Opponent4_D6
84.0,Opponent4_M1
85.0,Opponent4_M5
86.0,Huskies_M13
87.0,Opponent4_D2
88.0,Opponent4_M3
89.0,Opponent4_D1
90.0,Opponent4_M1
91.0,Opponent4_F1
92.0,Huskies_D6
93.0,Huskies_G1
94.0,Huskies_M1
95.0,Huskies_F5
96.0,Huskies_M6
97.0,Huskies_D5
98.0,Huskies_M1
99.0,Huskies_D5
100.0,Opponent4_G1
101.0,Opponent4_D1
102.0,Opponent4_D5
103.0,Opponent4_D1
104.0,Opponent4_D2
105.0,Opponent4_M3
106.0,Opponent4_M1
107.0,Opponent4_D6
108.0,Huskies_F5
109.0,Opponent4_M3
110.0,Opponent4_D1
111.0,Opponent4_G1
112.0,Opponent4_M3
113.0,Opponent4_M4
114.0,Opponent4_F1
115.0,Opponent4_M5
116.0,Opponent4_M3
117.0,Opponent4_F2
118.0,Opponent4_M1
119.0,Opponent4_M4
120.0,Opponent4_D6
121.0,Opponent4_D2
122.0,Opponent4_D6
123.0,Opponent4_M3
124.0,Opponent4_D6
125.0,Opponent4_M5
126.0,Opponent4_D5
127.0,Huskies_F5
128.0,Huskies_F2
129.0,Huskies_M12
130.0,Huskies_F5
131.0,Opponent4_M5
132.0,Opponent4_M1
133.0,Opponent4_D2
134.0,Opponent4_D6
135.0,Opponent4_D2
136.0,Opponent4_M5
137.0,Opponent4_M3
138.0,Opponent4_M5
139.0,Opponent4_M1
140.0,Huskies_D6
141.0,Huskies_M6
142.0,Opponent4_D2
143.0,Opponent4_M3
144.0,Opponent4_M5
145.0,Opponent4_M1
146.0,Opponent4_M4
147.0,Huskies_D3
148.0,Opponent4_D5
149.0,Opponent4_G1
150.0,Opponent4_D2
151.0,Opponent4_G1
152.0,Opponent4_M1
153.0,Opponent4_M3
154.0,Huskies_M6
155.0,Huskies_F5
156.0,Huskies_F2
157.0,Huskies_M1
158.0,Huskies_F5
159.0,Opponent4_M5
160.0,Huskies_M13
161.0,Opponent4_M3
162.0,Opponent4_M5
163.0,Huskies_D6
164.0,Huskies_D3
165.0,Huskies_M12
166.0,Opponent4_D1
167.0,Opponent4_D2
168.0,Opponent4_M5
169.0,Opponent4_F1
170.0,Huskies_D5
171.0,Opponent4_D1
172.0,Opponent4_M1
173.0,Opponent4_M5
174.0,Opponent4_D5
175.0,Opponent4_F2
176.0,Opponent4_M5
177.0,Opponent4_M3
178.0,Opponent4_M1
179.0,Opponent4_M3
180.0,Opponent4_M1
181.0,Opponent4_M4
182.0,Opponent4_D5
183.0,Opponent4_M1
184.0,Opponent4_M5
185.0,Opponent4_M4
186.0,Huskies_M13
187.0,Opponent4_M5
188.0,Opponent4_M1
189.0,Opponent4_D6
190.0,Huskies_M12
191.0,Opponent4_D6
192.0,Huskies_D3
193.0,Opponent4_F1
194.0,Opponent4_D1
195.0,Opponent4_D5
196.0,Opponent4_M3
197.0,Opponent4_D1
198.0,Opponent4_D5
199.0,Opponent4_F1
200.0,Opponent4_M5
201.0,Opponent4_D2
202.0,Opponent4_D1
203.0,Opponent4_M4
