Distance,EventDestination_x,EventDestination_y,EventOrigin_x,EventOrigin_y,EventSubType,EventTime,MatchPeriod,Source,Target
15.13,65.0,51.0,50.0,49.0,Simple pass,2.15,1,Opponent13_M1,Opponent13_D1
11.4,14.0,92.0,21.0,83.0,Simple pass,17.36,1,Huskies_M1,Huskies_D7
10.3,61.0,77.0,56.0,68.0,Simple pass,27.95,1,Huskies_M6,Huskies_M8
18.03,67.0,94.0,61.0,77.0,Simple pass,30.47,1,Huskies_M8,Huskies_D7
9.22,60.0,88.0,67.0,94.0,Simple pass,31.97,1,Huskies_D7,Huskies_M8
8.25,62.0,80.0,60.0,88.0,Simple pass,33.74,1,Huskies_M8,Huskies_M1
16.64,53.0,94.0,62.0,80.0,Simple pass,34.97,1,Huskies_M1,Huskies_M8
22.14,32.0,87.0,53.0,94.0,Simple pass,36.8,1,Huskies_M8,Huskies_D3
49.65,9.0,43.0,32.0,87.0,Simple pass,39.8,1,Huskies_D3,Huskies_G1
57.7,61.0,18.0,9.0,43.0,Launch,52.41,1,Huskies_G1,Huskies_F1
33.24,81.0,8.0,69.0,39.0,Simple pass,59.88,1,Opponent13_M2,Opponent13_D3
6.08,57.0,26.0,58.0,32.0,Simple pass,67.15,1,Huskies_M1,Huskies_M3
24.33,33.0,22.0,57.0,26.0,Simple pass,68.63,1,Huskies_M3,Huskies_D1
38.21,37.0,60.0,33.0,22.0,Simple pass,70.07,1,Huskies_D1,Huskies_D3
29.15,64.0,71.0,37.0,60.0,High pass,73.75,1,Huskies_D3,Huskies_M8
23.43,91.0,75.0,76.0,93.0,Simple pass,83.0,1,Opponent13_D4,Opponent13_D2
24.08,89.0,51.0,91.0,75.0,Simple pass,85.77,1,Opponent13_D2,Opponent13_G1
46.69,81.0,5.0,89.0,51.0,Simple pass,88.81,1,Opponent13_G1,Opponent13_D3
13.15,68.0,3.0,81.0,5.0,Simple pass,92.2,1,Opponent13_D3,Opponent13_M4
20.4,72.0,23.0,68.0,3.0,Simple pass,93.59,1,Opponent13_M4,Opponent13_M3
39.56,69.0,52.0,58.0,14.0,Simple pass,106.55,1,Opponent13_M3,Opponent13_D2
18.03,41.0,87.0,40.0,69.0,Simple pass,113.98,1,Opponent13_D2,Opponent13_M5
10.63,34.0,95.0,41.0,87.0,Simple pass,116.49,1,Opponent13_M5,Opponent13_D4
47.04,61.0,36.0,63.0,83.0,Simple pass,132.06,1,Opponent13_D2,Opponent13_D1
20.81,40.0,5.0,52.0,22.0,Simple pass,136.72,1,Opponent13_D1,Opponent13_D3
7.62,43.0,12.0,40.0,5.0,Simple pass,140.25,1,Opponent13_D3,Opponent13_M3
12.21,36.0,2.0,43.0,12.0,Simple pass,142.68,1,Opponent13_M3,Opponent13_M4
10.05,46.0,3.0,36.0,2.0,Simple pass,144.45,1,Opponent13_M4,Opponent13_M3
15.0,55.0,15.0,46.0,3.0,Simple pass,146.74,1,Opponent13_M3,Opponent13_D1
47.17,59.0,62.0,55.0,15.0,Simple pass,149.19,1,Opponent13_D1,Opponent13_D2
15.81,50.0,75.0,59.0,62.0,Simple pass,152.05,1,Opponent13_D2,Opponent13_M2
13.6,54.0,62.0,50.0,75.0,Simple pass,155.85,1,Opponent13_M2,Opponent13_D2
48.27,43.0,15.0,54.0,62.0,Simple pass,158.71,1,Opponent13_D2,Opponent13_D1
11.66,33.0,30.0,27.0,40.0,Simple pass,165.2,1,Huskies_M3,Huskies_M6
10.05,32.0,40.0,33.0,30.0,Head pass,166.8,1,Huskies_M6,Huskies_M3
13.45,42.0,31.0,32.0,40.0,Simple pass,168.24,1,Huskies_M3,Huskies_F1
11.0,58.0,2.0,58.0,13.0,Simple pass,174.66,1,Opponent13_D2,Opponent13_D3
24.41,78.0,16.0,58.0,2.0,Simple pass,177.67,1,Opponent13_D3,Opponent13_D2
60.88,63.0,75.0,78.0,16.0,Simple pass,182.29,1,Opponent13_D2,Opponent13_D4
