Distance,EventDestination_x,EventDestination_y,EventOrigin_x,EventOrigin_y,EventSubType,EventTime,MatchPeriod,Source,Target
20.1,69.0,51.0,49.0,49.0,Simple pass,2.42,1,Opponent5_F1,Opponent5_D1
53.04,67.0,67.0,30.0,29.0,Simple pass,32.73,1,Huskies_F2,Huskies_M4
30.02,33.0,67.0,32.0,37.0,Simple pass,36.41,1,Huskies_F2,Huskies_D1
24.19,36.0,91.0,33.0,67.0,Simple pass,39.19,1,Huskies_D1,Huskies_D5
15.62,26.0,79.0,36.0,91.0,Simple pass,41.27,1,Huskies_D5,Huskies_D1
30.68,12.0,53.0,22.0,82.0,Simple pass,45.39,1,Huskies_D1,Huskies_G1
60.31,51.0,7.0,12.0,53.0,Launch,50.71,1,Huskies_G1,Huskies_D4
14.32,37.0,23.0,43.0,36.0,Simple pass,62.69,1,Opponent5_M1,Opponent5_M2
5.39,39.0,28.0,37.0,23.0,Simple pass,63.81,1,Opponent5_M2,Opponent5_M1
67.12,35.0,95.0,39.0,28.0,Simple pass,65.15,1,Opponent5_M1,Opponent5_D3
18.68,30.0,77.0,35.0,95.0,Simple pass,71.53,1,Opponent5_D3,Opponent5_F2
10.44,40.0,74.0,30.0,77.0,Simple pass,71.88,1,Opponent5_F2,Opponent5_M1
39.01,41.0,35.0,40.0,74.0,Simple pass,75.62,1,Opponent5_M1,Opponent5_D4
32.76,34.0,3.0,41.0,35.0,Simple pass,77.96,1,Opponent5_D4,Opponent5_D2
8.25,36.0,11.0,34.0,3.0,Simple pass,82.4,1,Opponent5_D2,Opponent5_M2
9.43,44.0,6.0,36.0,11.0,Simple pass,84.13,1,Opponent5_M2,Opponent5_D2
35.85,41.0,88.0,55.0,55.0,Simple pass,104.66,1,Opponent5_D1,Opponent5_D3
28.16,13.0,91.0,41.0,88.0,Simple pass,107.86,1,Opponent5_D3,Opponent5_F2
15.03,41.0,80.0,56.0,81.0,Head pass,120.63,1,Opponent5_D1,Opponent5_M1
32.31,53.0,50.0,41.0,80.0,Simple pass,122.63,1,Opponent5_M1,Opponent5_D4
45.54,46.0,5.0,53.0,50.0,Simple pass,126.6,1,Opponent5_D4,Opponent5_D2
17.46,27.0,31.0,43.0,24.0,Head pass,135.77,1,Opponent5_M2,Opponent5_F1
15.03,34.0,33.0,33.0,18.0,Simple pass,139.14,1,Opponent5_M4,Opponent5_M3
6.32,40.0,31.0,34.0,33.0,Simple pass,140.51,1,Opponent5_M3,Opponent5_M2
16.55,55.0,38.0,40.0,31.0,Simple pass,141.17,1,Opponent5_M2,Opponent5_D4
14.56,51.0,52.0,55.0,38.0,Simple pass,145.15,1,Opponent5_D4,Opponent5_D1
36.06,39.0,86.0,51.0,52.0,Simple pass,146.62,1,Opponent5_D1,Opponent5_D3
18.03,38.0,68.0,39.0,86.0,Simple pass,150.33,1,Opponent5_D3,Opponent5_M1
49.04,38.0,7.0,55.0,53.0,Simple pass,160.14,1,Opponent5_D1,Opponent5_D2
14.87,52.0,2.0,38.0,7.0,Simple pass,163.46,1,Opponent5_D2,Opponent5_M4
30.02,67.0,28.0,52.0,2.0,Simple pass,165.72,1,Opponent5_M4,Opponent5_D4
32.76,60.0,60.0,67.0,28.0,Simple pass,170.0,1,Opponent5_D4,Opponent5_D1
38.47,42.0,94.0,60.0,60.0,Simple pass,171.71,1,Opponent5_D1,Opponent5_D3
19.42,27.0,82.0,11.0,93.0,Simple pass,193.76,1,Opponent5_D3,Opponent5_M1
53.76,18.0,29.0,27.0,82.0,Simple pass,195.87,1,Opponent5_M1,Opponent5_D2
19.03,24.0,48.0,23.0,67.0,Simple pass,246.16,1,Opponent5_M3,Opponent5_M2
11.31,16.0,40.0,24.0,48.0,Simple pass,248.53,1,Opponent5_M2,Opponent5_M4
30.15,19.0,10.0,16.0,40.0,Simple pass,249.29,1,Opponent5_M4,Opponent5_D2
11.18,28.0,35.0,26.0,24.0,Head pass,259.32,1,Huskies_M1,Huskies_F2
26.68,53.0,44.0,27.0,38.0,Simple pass,262.16,1,Opponent5_M3,Opponent5_D4
41.79,38.0,83.0,53.0,44.0,Simple pass,264.36,1,Opponent5_D4,Opponent5_D3
5.0,21.0,86.0,25.0,89.0,Simple pass,270.67,1,Opponent5_D3,Opponent5_F2
15.13,36.0,84.0,21.0,86.0,Simple pass,273.02,1,Opponent5_F2,Opponent5_M3
34.54,41.0,88.0,54.0,56.0,Simple pass,349.91,1,Opponent5_D1,Opponent5_D3
22.83,33.0,64.0,22.0,84.0,Simple pass,356.22,1,Opponent5_D3,Opponent5_M1
59.01,34.0,5.0,33.0,64.0,High pass,358.82,1,Opponent5_M1,Opponent5_D2
12.21,41.0,15.0,34.0,5.0,Simple pass,363.17,1,Opponent5_D2,Opponent5_M2
23.85,28.0,35.0,41.0,15.0,Simple pass,365.36,1,Opponent5_M2,Opponent5_M3
13.04,27.0,48.0,28.0,35.0,Simple pass,366.93,1,Opponent5_M3,Opponent5_M1
16.12,25.0,32.0,27.0,48.0,Simple pass,369.13,1,Opponent5_M1,Opponent5_F1
25.02,26.0,7.0,25.0,32.0,Simple pass,370.67,1,Opponent5_F1,Opponent5_M4
22.67,41.0,24.0,26.0,7.0,Simple pass,372.21,1,Opponent5_M4,Opponent5_M2
10.05,31.0,23.0,41.0,24.0,Simple pass,375.35,1,Opponent5_M2,Opponent5_M4
26.93,45.0,46.0,31.0,23.0,Simple pass,376.51,1,Opponent5_M4,Opponent5_D4
13.0,40.0,58.0,45.0,46.0,Simple pass,379.09,1,Opponent5_D4,Opponent5_D1
27.2,24.0,80.0,40.0,58.0,Simple pass,380.47,1,Opponent5_D1,Opponent5_M3
34.89,55.0,96.0,24.0,80.0,Simple pass,383.01,1,Opponent5_M3,Opponent5_D3
