Id,Label
0.0,Huskies_F2
1.0,Huskies_D3
2.0,Opponent8_M1
3.0,Huskies_D6
4.0,Huskies_G1
5.0,Huskies_D3
6.0,Huskies_D1
7.0,Huskies_M3
8.0,Huskies_D4
9.0,Huskies_D1
10.0,Huskies_D3
11.0,Huskies_F2
12.0,Huskies_D4
13.0,Huskies_M3
14.0,Huskies_M3
15.0,Huskies_D4
16.0,Opponent8_G1
17.0,Opponent8_D3
18.0,Opponent8_D4
19.0,Opponent8_M4
20.0,Opponent8_D3
21.0,Opponent8_M1
22.0,Huskies_D1
23.0,Huskies_F1
24.0,Opponent8_D3
25.0,Huskies_D3
26.0,Huskies_D1
27.0,Opponent8_D3
28.0,Huskies_D3
29.0,Huskies_M1
30.0,Huskies_D4
31.0,Huskies_M1
32.0,Huskies_F2
33.0,Huskies_M1
34.0,Huskies_F2
35.0,Huskies_M9
36.0,Huskies_D6
37.0,Huskies_M6
38.0,Huskies_M9
39.0,Opponent8_D4
40.0,Opponent8_M1
41.0,Huskies_D3
42.0,Huskies_G1
43.0,Opponent8_M4
44.0,Opponent8_D4
45.0,Opponent8_D3
46.0,Opponent8_M3
47.0,Huskies_D3
48.0,Huskies_D1
49.0,Huskies_D3
50.0,Opponent8_M3
51.0,Opponent8_F1
52.0,Opponent8_M3
53.0,Huskies_M9
54.0,Opponent8_M5
55.0,Opponent8_M3
56.0,Opponent8_M5
57.0,Opponent8_M2
58.0,Huskies_M6
59.0,Huskies_D1
60.0,Huskies_D6
61.0,Huskies_M9
62.0,Opponent8_D4
63.0,Huskies_M9
64.0,Huskies_F2
65.0,Huskies_M9
66.0,Huskies_D4
67.0,Huskies_M1
68.0,Huskies_M3
69.0,Huskies_D6
70.0,Opponent8_M1
71.0,Huskies_D1
72.0,Huskies_G1
73.0,Huskies_D3
74.0,Huskies_D1
75.0,Huskies_D4
76.0,Huskies_D1
77.0,Huskies_M1
78.0,Huskies_D6
79.0,Huskies_D1
80.0,Huskies_D3
81.0,Huskies_D1
82.0,Opponent8_D1
83.0,Opponent8_M3
84.0,Opponent8_D2
85.0,Opponent8_G1
86.0,Opponent8_D3
87.0,Opponent8_M5
88.0,Opponent8_M2
89.0,Opponent8_D1
90.0,Huskies_F1
91.0,Huskies_F2
92.0,Opponent8_M4
93.0,Opponent8_M1
94.0,Opponent8_M2
95.0,Opponent8_D1
96.0,Opponent8_M3
97.0,Opponent8_D3
98.0,Opponent8_D4
99.0,Opponent8_D3
100.0,Opponent8_D2
101.0,Opponent8_D1
102.0,Opponent8_D2
103.0,Opponent8_G1
104.0,Huskies_D4
105.0,Huskies_D1
106.0,Huskies_M1
107.0,Huskies_D6
108.0,Huskies_M1
109.0,Huskies_F2
110.0,Huskies_D1
111.0,Huskies_D3
112.0,Huskies_D4
113.0,Huskies_M3
114.0,Huskies_D4
115.0,Huskies_M3
116.0,Huskies_D4
117.0,Opponent8_G1
118.0,Opponent8_D3
119.0,Opponent8_M1
120.0,Opponent8_D2
121.0,Opponent8_M5
122.0,Opponent8_D1
123.0,Opponent8_M3
124.0,Opponent8_D1
125.0,Opponent8_M1
126.0,Opponent8_D3
127.0,Opponent8_M4
128.0,Opponent8_D3
129.0,Huskies_M3
130.0,Huskies_M6
131.0,Huskies_F1
132.0,Huskies_D4
133.0,Huskies_F2
134.0,Huskies_D4
135.0,Huskies_D1
136.0,Huskies_D3
137.0,Huskies_G1
138.0,Huskies_M6
139.0,Huskies_D4
140.0,Huskies_M1
141.0,Huskies_M6
142.0,Huskies_M1
143.0,Opponent8_G1
144.0,Opponent8_D3
145.0,Opponent8_D4
146.0,Opponent8_D3
147.0,Opponent8_G1
148.0,Opponent8_M2
149.0,Opponent8_M1
150.0,Opponent8_D1
151.0,Opponent8_M4
152.0,Opponent8_M1
153.0,Huskies_G1
154.0,Huskies_D1
155.0,Huskies_D3
156.0,Huskies_D6
157.0,Huskies_M9
158.0,Huskies_M3
159.0,Huskies_D4
160.0,Huskies_D3
161.0,Huskies_D1
162.0,Huskies_M1
163.0,Huskies_M3
164.0,Huskies_M1
165.0,Huskies_D3
166.0,Huskies_D4
167.0,Huskies_F1
168.0,Huskies_D4
169.0,Huskies_F2
170.0,Huskies_M6
171.0,Opponent8_M3
172.0,Opponent8_M1
173.0,Opponent8_D3
174.0,Huskies_M3
175.0,Huskies_M6
176.0,Huskies_M9
177.0,Opponent8_G1
178.0,Huskies_D1
179.0,Huskies_M1
180.0,Huskies_D6
181.0,Huskies_D1
182.0,Huskies_D3
183.0,Huskies_D4
184.0,Huskies_D3
185.0,Huskies_D1
186.0,Huskies_M1
187.0,Huskies_D1
188.0,Huskies_M1
189.0,Huskies_M3
190.0,Huskies_D4
191.0,Huskies_M3
192.0,Huskies_M1
193.0,Huskies_M3
194.0,Huskies_M1
195.0,Huskies_D4
196.0,Opponent8_M3
197.0,Opponent8_M5
198.0,Huskies_M9
199.0,Huskies_D6
200.0,Huskies_M1
201.0,Opponent8_M3
202.0,Opponent8_D4
203.0,Huskies_D6
204.0,Huskies_M6
205.0,Huskies_M1
206.0,Opponent8_M2
207.0,Opponent8_M3
208.0,Opponent8_F1
209.0,Opponent8_M1
210.0,Opponent8_M5
211.0,Opponent8_M1
212.0,Huskies_M3
213.0,Huskies_D1
214.0,Huskies_D1
215.0,Huskies_M9
216.0,Huskies_G1
217.0,Huskies_D3
218.0,Huskies_D4
219.0,Huskies_D3
220.0,Huskies_D1
221.0,Huskies_M1
222.0,Huskies_D3
223.0,Huskies_D4
224.0,Opponent8_G1
225.0,Huskies_M3
226.0,Huskies_M1
227.0,Huskies_M3
228.0,Opponent8_D1
229.0,Opponent8_M5
230.0,Opponent8_M3
231.0,Opponent8_D3
232.0,Opponent8_M3
233.0,Opponent8_M5
234.0,Opponent8_D1
235.0,Opponent8_D2
236.0,Opponent8_G1
237.0,Opponent8_M1
238.0,Opponent8_M4
239.0,Opponent8_M1
240.0,Opponent8_D3
241.0,Huskies_D3
242.0,Huskies_F1
243.0,Opponent8_D4
244.0,Opponent8_D1
245.0,Opponent8_M5
246.0,Opponent8_M4
247.0,Opponent8_D4
248.0,Opponent8_F1
249.0,Opponent8_D1
250.0,Opponent8_M3
251.0,Opponent8_D2
252.0,Opponent8_D3
253.0,Huskies_G1
254.0,Huskies_M3
255.0,Huskies_M1
256.0,Huskies_M3
257.0,Opponent8_M4
258.0,Opponent8_M3
259.0,Huskies_M6
260.0,Huskies_F2
261.0,Huskies_F2
262.0,Huskies_M1
263.0,Opponent8_M5
264.0,Huskies_G1
265.0,Opponent8_D1
266.0,Opponent8_G1
267.0,Opponent8_D4
268.0,Opponent8_M2
269.0,Opponent8_D1
270.0,Opponent8_D2
271.0,Opponent8_D3
272.0,Opponent8_D4
273.0,Opponent8_D2
274.0,Huskies_D6
275.0,Huskies_D1
276.0,Opponent8_D2
277.0,Opponent8_M4
278.0,Opponent8_M2
279.0,Opponent8_M4
280.0,Huskies_D1
281.0,Opponent8_D2
282.0,Opponent8_M5
283.0,Huskies_D3
284.0,Huskies_M1
285.0,Huskies_D3
286.0,Huskies_D1
287.0,Opponent8_D4
288.0,Opponent8_M4
289.0,Opponent8_M1
290.0,Opponent8_M2
291.0,Huskies_D3
292.0,Huskies_M3
293.0,Huskies_D1
294.0,Opponent8_M1
295.0,Opponent8_M3
296.0,Opponent8_D3
297.0,Opponent8_M1
298.0,Opponent8_D4
299.0,Opponent8_D2
300.0,Opponent8_G1
301.0,Huskies_D1
302.0,Huskies_M1
303.0,Huskies_G1
304.0,Huskies_D3
305.0,Opponent8_G1
306.0,Opponent8_M5
307.0,Opponent8_D2
308.0,Opponent8_D3
309.0,Opponent8_G1
310.0,Opponent8_D4
311.0,Opponent8_M4
312.0,Opponent8_M1
313.0,Opponent8_D3
314.0,Opponent8_D2
315.0,Opponent8_F1
316.0,Opponent8_M5
317.0,Opponent8_M2
318.0,Opponent8_D1
319.0,Opponent8_M3
320.0,Opponent8_D1
321.0,Opponent8_M2
322.0,Huskies_D4
323.0,Huskies_F1
324.0,Huskies_M1
325.0,Huskies_M3
326.0,Huskies_M1
327.0,Huskies_D3
328.0,Huskies_M3
329.0,Opponent8_M3
330.0,Opponent8_D1
331.0,Opponent8_D4
332.0,Opponent8_F1
333.0,Opponent8_M2
334.0,Opponent8_M4
335.0,Opponent8_M1
336.0,Huskies_D3
337.0,Huskies_M1
338.0,Huskies_D1
339.0,Huskies_D6
340.0,Huskies_D1
341.0,Huskies_G1
342.0,Huskies_D1
343.0,Opponent8_M1
344.0,Opponent8_F1
345.0,Opponent8_M3
346.0,Huskies_D1
347.0,Huskies_D3
348.0,Opponent8_D2
349.0,Huskies_M1
350.0,Huskies_M3
351.0,Huskies_D6
352.0,Huskies_M9
