Distance,EventDestination_x,EventDestination_y,EventOrigin_x,EventOrigin_y,EventSubType,EventTime,MatchPeriod,Source,Target
6.71,57.0,49.0,51.0,52.0,Simple pass,1.7,1,Opponent2_F1,Opponent2_M1
45.45,22.0,20.0,57.0,49.0,High pass,4.86,1,Opponent2_M1,Opponent2_D1
5.83,17.0,23.0,22.0,20.0,Simple pass,7.13,1,Opponent2_D1,Opponent2_F2
30.46,39.0,40.0,67.0,52.0,Head pass,37.26,1,Opponent2_D2,Opponent2_F1
18.11,41.0,8.0,43.0,26.0,Simple pass,43.46,1,Huskies_F2,Huskies_D4
101.26,91.0,90.0,33.0,7.0,Simple pass,68.09,1,Opponent2_F1,Opponent2_F2
8.54,12.0,29.0,9.0,21.0,Simple pass,76.26,1,Opponent2_F1,Opponent2_M2
13.0,12.0,16.0,12.0,29.0,Simple pass,77.12,1,Opponent2_M2,Opponent2_D1
15.81,27.0,21.0,12.0,16.0,Simple pass,78.3,1,Opponent2_D1,Opponent2_M2
49.04,25.0,70.0,27.0,21.0,Simple pass,81.26,1,Opponent2_M2,Opponent2_D2
48.7,28.0,99.0,12.0,53.0,Hand pass,96.64,1,Huskies_G1,Huskies_D1
43.19,90.0,49.0,94.0,92.0,Simple pass,141.13,1,Opponent2_D2,Opponent2_G1
20.62,74.0,36.0,90.0,49.0,Simple pass,145.45,1,Opponent2_G1,Opponent2_D3
38.28,61.0,72.0,74.0,36.0,Simple pass,150.32,1,Opponent2_D3,Opponent2_D2
21.54,69.0,52.0,61.0,72.0,Simple pass,160.53,1,Opponent2_D2,Opponent2_D3
25.55,56.0,74.0,69.0,52.0,Simple pass,162.63,1,Opponent2_D3,Opponent2_D2
26.4,45.0,98.0,56.0,74.0,Simple pass,165.75,1,Opponent2_D2,Opponent2_M4
12.53,27.0,93.0,38.0,87.0,Simple pass,173.93,1,Huskies_M1,Huskies_D6
57.72,83.0,79.0,27.0,93.0,High pass,176.44,1,Huskies_D6,Huskies_F1
19.31,55.0,75.0,73.0,82.0,Simple pass,208.43,1,Opponent2_D2,Opponent2_F1
12.21,65.0,82.0,55.0,75.0,Simple pass,208.82,1,Opponent2_F1,Opponent2_D2
