Distance,EventDestination_x,EventDestination_y,EventOrigin_x,EventOrigin_y,EventSubType,EventTime,MatchPeriod,Source,Target
33.94,74.0,73.0,50.0,49.0,Simple pass,1.12,1,Opponent4_M1,Opponent4_D1
24.02,75.0,49.0,74.0,73.0,Simple pass,2.97,1,Opponent4_D1,Opponent4_D2
28.07,77.0,21.0,75.0,49.0,Simple pass,5.56,1,Opponent4_D2,Opponent4_D3
17.26,74.0,4.0,77.0,21.0,Simple pass,8.06,1,Opponent4_D3,Opponent4_D4
14.14,76.0,18.0,74.0,4.0,Simple pass,10.92,1,Opponent4_D4,Opponent4_D3
3.16,61.0,7.0,58.0,6.0,Simple pass,14.36,1,Huskies_D4,Huskies_M3
8.94,69.0,3.0,61.0,7.0,Simple pass,16.53,1,Huskies_M3,Huskies_M6
6.32,63.0,5.0,69.0,3.0,Simple pass,17.15,1,Huskies_M6,Huskies_D4
7.62,77.0,38.0,70.0,35.0,Simple pass,21.93,1,Opponent4_M3,Opponent4_D2
20.02,78.0,58.0,77.0,38.0,Simple pass,24.15,1,Opponent4_D2,Opponent4_D1
17.72,95.0,63.0,78.0,58.0,Simple pass,25.12,1,Opponent4_D1,Opponent4_G1
21.02,62.0,4.0,41.0,3.0,Simple pass,34.14,1,Huskies_D2,Huskies_D4
9.06,70.0,12.0,71.0,3.0,Simple pass,39.31,1,Huskies_M6,Huskies_F3
4.24,89.0,8.0,92.0,11.0,Simple pass,59.26,1,Huskies_M2,Huskies_M6
55.08,92.0,63.0,89.0,8.0,Cross,60.92,1,Huskies_M6,Huskies_F2
15.13,73.0,93.0,58.0,95.0,Head pass,81.81,1,Huskies_D5,Huskies_F2
33.02,36.0,51.0,63.0,70.0,Simple pass,85.58,1,Huskies_M1,Huskies_D2
27.29,9.0,47.0,36.0,51.0,Simple pass,88.88,1,Huskies_D2,Huskies_G1
48.1,42.0,82.0,9.0,47.0,High pass,95.22,1,Huskies_G1,Huskies_D5
12.04,81.0,92.0,73.0,83.0,Head pass,133.64,1,Opponent4_M1,Opponent4_D5
42.38,11.0,45.0,25.0,85.0,Simple pass,142.16,1,Huskies_D2,Huskies_G1
