Id,Label
0.0,Huskies_F6
1.0,Huskies_M3
2.0,Opponent9_M2
3.0,Opponent9_D6
4.0,Opponent9_G1
5.0,Opponent9_M3
6.0,Opponent9_G1
7.0,Opponent9_D6
8.0,Opponent9_M2
9.0,Opponent9_D3
10.0,Opponent9_F3
11.0,Opponent9_M3
12.0,Opponent9_M2
13.0,Opponent9_D6
14.0,Opponent9_D5
15.0,Opponent9_M6
16.0,Opponent9_M2
17.0,Opponent9_D3
18.0,Opponent9_D2
19.0,Opponent9_M3
20.0,Opponent9_D6
21.0,Opponent9_D6
22.0,Opponent9_G1
23.0,Opponent9_D6
24.0,Opponent9_M3
25.0,Opponent9_M6
26.0,Opponent9_M6
27.0,Opponent9_D5
28.0,Opponent9_M3
29.0,Opponent9_M1
30.0,Opponent9_M3
31.0,Opponent9_D3
32.0,Opponent9_D5
33.0,Opponent9_M2
34.0,Opponent9_M3
35.0,Opponent9_M2
36.0,Opponent9_D5
37.0,Opponent9_D5
38.0,Opponent5_M3
39.0,Opponent9_M1
40.0,Huskies_D9
41.0,Opponent9_M1
42.0,Opponent9_M2
43.0,Huskies_D5
44.0,Opponent9_M3
45.0,Opponent9_M3
46.0,Opponent9_M6
47.0,Opponent9_M1
48.0,Opponent9_F3
49.0,Opponent5_M3
50.0,Huskies_M1
51.0,Huskies_D5
52.0,Opponent9_M3
53.0,Opponent9_M2
54.0,Opponent9_M3
55.0,Huskies_D2
56.0,Huskies_F6
57.0,Opponent9_D5
58.0,Opponent9_M6
59.0,Opponent9_M2
60.0,Opponent9_M6
61.0,Opponent5_M3
62.0,Opponent9_D2
63.0,Opponent9_M3
64.0,Huskies_M3
65.0,Huskies_M1
66.0,Huskies_D9
67.0,Huskies_F6
68.0,Huskies_D1
69.0,Huskies_D7
70.0,Huskies_F4
71.0,Huskies_D7
72.0,Huskies_D2
73.0,Huskies_D7
74.0,Huskies_M3
75.0,Huskies_D1
76.0,Huskies_D9
77.0,Huskies_M3
78.0,Huskies_D1
79.0,Opponent5_M3
80.0,Huskies_D2
81.0,Huskies_D1
82.0,Opponent9_D6
83.0,Opponent9_M6
84.0,Opponent9_M2
85.0,Huskies_D1
86.0,Huskies_D7
87.0,Opponent9_D2
88.0,Opponent9_M3
89.0,Opponent9_D2
90.0,Opponent9_D6
91.0,Opponent9_D5
92.0,Opponent9_M3
93.0,Opponent9_M1
94.0,Opponent9_M2
95.0,Opponent5_M3
96.0,Opponent9_M1
97.0,Opponent9_D5
98.0,Opponent9_M2
