Distance,EventDestination_x,EventDestination_y,EventOrigin_x,EventOrigin_y,EventSubType,EventTime,MatchPeriod,Source,Target
9.9,43.0,58.0,50.0,51.0,Simple pass,1.51,1,Huskies_F6,Huskies_M3
43.83,68.0,22.0,43.0,58.0,High pass,2.83,1,Huskies_M3,Huskies_F4
20.1,82.0,37.0,62.0,35.0,Simple pass,8.4,1,Opponent9_M2,Opponent9_D6
21.95,93.0,56.0,82.0,37.0,Simple pass,10.05,1,Opponent9_D6,Opponent9_G1
22.14,72.0,63.0,93.0,56.0,Simple pass,13.49,1,Opponent9_G1,Opponent9_M3
21.1,93.0,61.0,72.0,63.0,Simple pass,15.04,1,Opponent9_M3,Opponent9_G1
23.09,91.0,38.0,93.0,61.0,Simple pass,18.37,1,Opponent9_G1,Opponent9_D6
9.0,90.0,38.0,81.0,38.0,Simple pass,28.7,1,Opponent9_D6,Opponent9_G1
29.97,75.0,59.0,62.0,32.0,Simple pass,124.53,1,Opponent9_M2,Opponent9_D3
21.63,63.0,77.0,75.0,59.0,High pass,126.56,1,Opponent9_D3,Opponent9_D2
11.18,37.0,63.0,32.0,53.0,Simple pass,145.46,1,Opponent9_F3,Opponent9_M3
16.12,45.0,49.0,37.0,63.0,Simple pass,146.57,1,Opponent9_M3,Opponent9_M2
16.64,59.0,40.0,45.0,49.0,Simple pass,148.3,1,Opponent9_M2,Opponent9_D6
30.87,46.0,12.0,59.0,40.0,Simple pass,150.9,1,Opponent9_D6,Opponent9_D5
14.0,32.0,12.0,46.0,12.0,Simple pass,153.46,1,Opponent9_D5,Opponent9_M6
20.62,45.0,28.0,32.0,12.0,Simple pass,154.56,1,Opponent9_M6,Opponent9_M2
33.84,56.0,60.0,45.0,28.0,Simple pass,156.91,1,Opponent9_M2,Opponent9_D3
34.54,43.0,92.0,56.0,60.0,Simple pass,159.48,1,Opponent9_D3,Opponent9_D2
22.02,42.0,70.0,43.0,92.0,Simple pass,162.74,1,Opponent9_D2,Opponent9_M3
28.46,51.0,43.0,42.0,70.0,Simple pass,165.26,1,Opponent9_M3,Opponent9_D6
37.44,30.0,12.0,51.0,43.0,Simple pass,167.89,1,Opponent9_D6,Opponent9_D5
25.0,88.0,55.0,73.0,35.0,Simple pass,173.63,1,Opponent9_D6,Opponent9_G1
27.29,84.0,28.0,88.0,55.0,Simple pass,177.23,1,Opponent9_G1,Opponent9_D6
14.56,70.0,32.0,84.0,28.0,Simple pass,180.85,1,Opponent9_D6,Opponent9_M3
57.31,20.0,4.0,70.0,32.0,High pass,183.82,1,Opponent9_M3,Opponent9_M6
5.0,23.0,8.0,20.0,4.0,Simple pass,192.44,1,Opponent9_M6,Opponent9_M6
19.31,30.0,26.0,23.0,8.0,Simple pass,196.57,1,Opponent9_M6,Opponent9_D5
17.03,31.0,43.0,30.0,26.0,Simple pass,196.71,1,Opponent9_D5,Opponent9_M3
20.88,37.0,63.0,31.0,43.0,Simple pass,201.09,1,Opponent9_M3,Opponent9_M1
16.12,35.0,47.0,37.0,63.0,Simple pass,202.88,1,Opponent9_M1,Opponent9_M3
17.8,46.0,61.0,35.0,47.0,Simple pass,204.21,1,Opponent9_M3,Opponent9_D3
54.41,30.0,9.0,46.0,61.0,Simple pass,207.15,1,Opponent9_D3,Opponent9_D5
22.67,45.0,26.0,30.0,9.0,Simple pass,209.12,1,Opponent9_D5,Opponent9_M2
9.49,42.0,35.0,45.0,26.0,Simple pass,212.36,1,Opponent9_M2,Opponent9_M3
9.85,38.0,26.0,42.0,35.0,Simple pass,214.12,1,Opponent9_M3,Opponent9_M2
35.11,20.0,12.0,32.0,45.0,Simple pass,220.82,1,Opponent9_M2,Opponent9_D5
8.25,12.0,10.0,20.0,12.0,Simple pass,223.82,1,Opponent9_D5,Opponent9_M6
6.32,10.0,7.0,4.0,5.0,Simple pass,237.53,1,Opponent9_D5,Opponent5_M3
13.0,15.0,19.0,10.0,7.0,Simple pass,238.29,1,Opponent5_M3,Opponent9_M1
12.65,19.0,31.0,15.0,19.0,Simple pass,238.78,1,Opponent9_M1,Opponent9_M2
3.0,6.0,35.0,9.0,35.0,Launch,240.47,1,Huskies_D9,Huskies_D5
18.03,25.0,25.0,15.0,10.0,Simple pass,254.53,1,Opponent9_M1,Opponent9_M2
21.93,10.0,9.0,25.0,25.0,Smart pass,256.06,1,Opponent9_M2,Opponent9_M6
13.45,13.0,39.0,4.0,29.0,Head pass,258.7,1,Huskies_D5,Huskies_M3
11.18,30.0,36.0,35.0,46.0,Head pass,261.87,1,Opponent9_M3,Opponent9_M1
32.14,27.0,14.0,30.0,46.0,Simple pass,336.51,1,Opponent9_M3,Opponent9_M6
31.14,30.0,45.0,27.0,14.0,Simple pass,338.44,1,Opponent9_M6,Opponent9_M1
9.49,21.0,48.0,30.0,45.0,Simple pass,340.94,1,Opponent9_M1,Opponent9_F3
22.8,7.0,30.0,21.0,48.0,Smart pass,341.65,1,Opponent9_F3,Opponent5_M3
18.03,6.0,48.0,7.0,30.0,Cross,344.36,1,Opponent5_M3,Opponent9_M2
10.05,87.0,8.0,97.0,7.0,Simple pass,409.46,1,Huskies_M1,Huskies_D5
5.83,72.0,9.0,77.0,12.0,Simple pass,411.87,1,Huskies_D5,Huskies_D9
25.02,59.0,36.0,60.0,61.0,Simple pass,522.98,1,Opponent9_M3,Opponent9_M2
18.68,54.0,54.0,59.0,36.0,Simple pass,526.35,1,Opponent9_M2,Opponent9_M3
19.65,35.0,49.0,54.0,54.0,Simple pass,529.05,1,Opponent9_M3,Opponent5_M3
21.19,47.0,56.0,27.0,49.0,Simple pass,530.69,1,Huskies_D2,Huskies_F6
17.46,63.0,49.0,47.0,56.0,Simple pass,532.96,1,Huskies_F6,Huskies_F4
6.08,58.0,30.0,64.0,29.0,Simple pass,536.36,1,Opponent9_D5,Opponent9_M6
6.0,58.0,36.0,58.0,30.0,Simple pass,537.11,1,Opponent9_M6,Opponent9_M2
5.39,63.0,34.0,58.0,36.0,Simple pass,537.98,1,Opponent9_M2,Opponent9_M6
42.01,62.0,76.0,63.0,34.0,Simple pass,540.22,1,Opponent9_M6,Opponent5_M3
16.12,54.0,90.0,62.0,76.0,Simple pass,543.75,1,Opponent5_M3,Opponent9_D2
18.44,58.0,72.0,54.0,90.0,Simple pass,546.25,1,Opponent9_D2,Opponent9_M3
34.48,28.0,89.0,58.0,72.0,Smart pass,547.71,1,Opponent9_M3,Opponent5_M3
11.7,69.0,79.0,65.0,90.0,Simple pass,597.18,1,Huskies_M3,Huskies_M1
16.12,83.0,87.0,69.0,79.0,Simple pass,599.73,1,Huskies_M1,Huskies_F6
59.81,73.0,91.0,52.0,35.0,High pass,617.6,1,Huskies_D9,Huskies_F6
11.66,83.0,97.0,73.0,91.0,Simple pass,622.27,1,Huskies_F6,Huskies_D7
17.03,39.0,92.0,28.0,79.0,Head pass,644.19,1,Huskies_D1,Huskies_F6
63.01,86.0,91.0,23.0,92.0,High pass,648.63,1,Huskies_D7,Huskies_F4
11.05,76.0,95.0,87.0,94.0,Simple pass,659.11,1,Huskies_F4,Huskies_M3
29.83,60.0,66.0,67.0,95.0,Simple pass,666.63,1,Huskies_D7,Huskies_D2
10.2,59.0,94.0,61.0,84.0,Simple pass,671.96,1,Huskies_D2,Huskies_D7
8.94,55.0,86.0,59.0,94.0,Simple pass,673.51,1,Huskies_D7,Huskies_M3
26.0,31.0,76.0,55.0,86.0,Simple pass,676.47,1,Huskies_M3,Huskies_D1
38.33,36.0,38.0,31.0,76.0,Simple pass,678.9,1,Huskies_D1,Huskies_D9
28.64,42.0,66.0,36.0,38.0,Simple pass,683.53,1,Huskies_D9,Huskies_M3
21.93,33.0,86.0,42.0,66.0,Simple pass,688.12,1,Huskies_M3,Huskies_D1
24.19,54.0,98.0,33.0,86.0,Simple pass,690.32,1,Huskies_D1,Huskies_D7
11.4,94.0,86.0,91.0,97.0,Simple pass,729.87,1,Opponent5_M3,Opponent9_D2
12.08,55.0,54.0,50.0,65.0,Simple pass,737.68,1,Huskies_D2,Huskies_D1
18.38,62.0,37.0,55.0,54.0,Simple pass,740.11,1,Huskies_D1,Huskies_M12
24.6,63.0,18.0,74.0,40.0,Simple pass,742.78,1,Opponent9_D6,Opponent9_M6
57.56,6.0,26.0,63.0,18.0,High pass,745.78,1,Opponent9_M6,Opponent9_M2
23.35,10.0,49.0,6.0,26.0,Cross,750.49,1,Opponent9_M2,Opponent9_F3
30.02,66.0,97.0,40.0,82.0,Simple pass,876.18,1,Huskies_D1,Huskies_D7
3.16,69.0,96.0,66.0,97.0,Simple pass,878.73,1,Huskies_D7,Huskies_F6
20.22,63.0,75.0,60.0,95.0,Simple pass,930.58,1,Opponent9_D2,Opponent9_M3
18.25,66.0,93.0,63.0,75.0,Simple pass,932.06,1,Opponent9_M3,Opponent9_D2
47.54,78.0,47.0,66.0,93.0,Simple pass,933.02,1,Opponent9_D2,Opponent9_D6
37.74,58.0,15.0,78.0,47.0,Simple pass,936.2,1,Opponent9_D6,Opponent9_D5
34.48,48.0,48.0,58.0,15.0,Simple pass,940.47,1,Opponent9_D5,Opponent9_M3
8.54,40.0,51.0,48.0,48.0,Simple pass,944.87,1,Opponent9_M3,Opponent9_M1
9.43,35.0,43.0,40.0,51.0,Simple pass,948.69,1,Opponent9_M1,Opponent9_M2
5.39,33.0,38.0,35.0,43.0,Simple pass,950.43,1,Opponent9_M2,Opponent5_M3
14.76,40.0,51.0,33.0,38.0,Simple pass,951.65,1,Opponent5_M3,Opponent9_M1
41.68,19.0,15.0,40.0,51.0,High pass,953.25,1,Opponent9_M1,Opponent9_D5
9.9,26.0,22.0,19.0,15.0,Simple pass,956.46,1,Opponent9_D5,Opponent9_M2
33.02,27.0,55.0,26.0,22.0,Simple pass,958.13,1,Opponent9_M2,Opponent9_M1
6.32,58.0,76.0,60.0,82.0,Simple pass,1002.12,1,Opponent9_M6,Opponent9_M2
11.4,65.0,85.0,58.0,76.0,Simple pass,1002.88,1,Opponent9_M2,Opponent9_M3
53.15,61.0,32.0,65.0,85.0,High pass,1004.94,1,Opponent9_M3,Opponent9_D5
13.93,56.0,45.0,61.0,32.0,Simple pass,1007.01,1,Opponent9_D5,Opponent5_M3
12.53,45.0,51.0,56.0,45.0,Simple pass,1008.72,1,Opponent5_M3,Opponent9_M1
6.71,34.0,77.0,28.0,74.0,Simple pass,1013.01,1,Opponent5_M3,Opponent9_M6
24.19,37.0,53.0,34.0,77.0,Simple pass,1014.25,1,Opponent9_M6,Opponent9_M2
12.17,25.0,51.0,37.0,53.0,Simple pass,1016.93,1,Opponent9_M2,Opponent9_M1
3.16,22.0,50.0,25.0,51.0,Simple pass,1017.77,1,Opponent9_M1,Opponent9_M6
5.83,18.0,55.0,21.0,50.0,Simple pass,1018.39,1,Huskies_M3,Huskies_M1
36.4,15.0,15.0,25.0,50.0,Simple pass,1021.89,1,Opponent9_M2,Opponent9_D5
5.39,20.0,17.0,15.0,15.0,Simple pass,1024.03,1,Opponent9_D5,Opponent9_M1
21.02,29.0,36.0,20.0,17.0,Simple pass,1025.75,1,Opponent9_M1,Opponent9_M3
22.67,46.0,51.0,29.0,36.0,Simple pass,1028.44,1,Opponent9_M3,Opponent9_D3
20.25,39.0,32.0,46.0,51.0,Simple pass,1031.71,1,Opponent9_D3,Opponent9_D6
11.4,28.0,35.0,39.0,32.0,Simple pass,1034.14,1,Opponent9_D6,Opponent9_M2
14.87,40.0,77.0,26.0,82.0,Simple pass,1074.74,1,Huskies_D1,Huskies_M3
68.88,70.0,15.0,40.0,77.0,High pass,1077.95,1,Huskies_M3,Huskies_D5
9.43,70.0,32.0,78.0,27.0,Simple pass,1086.71,1,Opponent9_D6,Opponent9_D5
20.62,65.0,52.0,70.0,32.0,Simple pass,1088.89,1,Opponent9_D5,Opponent9_M3
28.6,42.0,69.0,65.0,52.0,Simple pass,1091.53,1,Opponent9_M3,Opponent9_M1
19.24,45.0,88.0,42.0,69.0,Simple pass,1093.15,1,Opponent9_M1,Opponent9_M6
19.42,14.0,86.0,33.0,90.0,Simple pass,1096.18,1,Opponent9_M6,Opponent9_M1
14.04,15.0,72.0,14.0,86.0,Simple pass,1100.28,1,Opponent9_M1,Opponent9_M6
19.31,22.0,54.0,15.0,72.0,Simple pass,1102.09,1,Opponent9_M6,Opponent9_M2
37.54,5.0,35.0,33.0,10.0,Simple pass,1204.1,1,Huskies_M1,Huskies_G1
12.65,29.0,35.0,33.0,47.0,Simple pass,1215.58,1,Huskies_D1,Huskies_D9
12.65,33.0,47.0,29.0,35.0,Simple pass,1219.11,1,Huskies_D9,Huskies_D1
