Distance,EventDestination_x,EventDestination_y,EventOrigin_x,EventOrigin_y,EventSubType,EventTime,MatchPeriod,Source,Target
21.19,69.0,61.0,49.0,54.0,Simple pass,2.5,1,Opponent18_M1,Opponent18_D1
18.25,35.0,10.0,17.0,7.0,Head pass,10.42,1,Huskies_D5,Huskies_M6
19.24,26.0,27.0,35.0,10.0,Simple pass,13.1,1,Huskies_M6,Huskies_D5
13.45,81.0,9.0,71.0,18.0,Simple pass,37.44,1,Huskies_M1,Huskies_F1
11.0,71.0,6.0,82.0,6.0,Simple pass,40.12,1,Huskies_F1,Huskies_D5
25.08,73.0,31.0,71.0,6.0,Simple pass,41.73,1,Huskies_D5,Huskies_M6
25.63,72.0,16.0,96.0,25.0,Simple pass,46.55,1,Opponent18_D2,Opponent18_M3
12.0,46.0,26.0,34.0,26.0,Head pass,59.84,1,Huskies_D2,Huskies_M3
17.89,54.0,42.0,46.0,26.0,Simple pass,62.76,1,Huskies_M3,Huskies_M1
27.31,43.0,67.0,54.0,42.0,Simple pass,63.71,1,Huskies_M1,Huskies_D6
38.21,69.0,39.0,43.0,67.0,High pass,66.4,1,Huskies_D6,Huskies_F1
28.43,53.0,32.0,75.0,14.0,High pass,70.33,1,Opponent18_D3,Opponent18_F1
15.62,65.0,22.0,53.0,32.0,Simple pass,74.72,1,Opponent18_F1,Opponent18_M2
53.15,12.0,26.0,65.0,22.0,Simple pass,75.97,1,Opponent18_M2,Opponent18_M3
24.52,26.0,13.0,31.0,37.0,Simple pass,82.66,1,Huskies_M3,Huskies_D5
14.32,40.0,10.0,26.0,13.0,Simple pass,87.0,1,Huskies_D5,Huskies_M6
20.4,36.0,30.0,40.0,10.0,Simple pass,90.03,1,Huskies_M6,Huskies_M3
51.16,32.0,81.0,36.0,30.0,Simple pass,94.91,1,Huskies_M3,Huskies_D6
18.38,39.0,98.0,32.0,81.0,Simple pass,97.67,1,Huskies_D6,Huskies_D7
55.73,94.0,89.0,39.0,98.0,High pass,100.51,1,Huskies_D7,Huskies_M8
18.68,57.0,99.0,62.0,81.0,Simple pass,136.07,1,Huskies_F2,Huskies_D7
36.12,28.0,67.0,55.0,91.0,Simple pass,139.25,1,Huskies_D7,Huskies_D6
26.08,30.0,41.0,28.0,67.0,Simple pass,142.34,1,Huskies_D6,Huskies_D2
20.88,36.0,21.0,30.0,41.0,Simple pass,145.43,1,Huskies_D2,Huskies_M3
26.42,49.0,44.0,36.0,21.0,Simple pass,147.91,1,Huskies_M3,Huskies_F2
26.93,79.0,25.0,54.0,15.0,Simple pass,153.86,1,Opponent18_M3,Opponent18_D3
53.34,73.0,78.0,79.0,25.0,Simple pass,156.19,1,Opponent18_D3,Opponent18_D1
22.2,55.0,91.0,73.0,78.0,Simple pass,160.61,1,Opponent18_D1,Opponent18_M5
5.1,56.0,86.0,55.0,91.0,Simple pass,164.95,1,Opponent18_M5,Opponent18_M4
14.42,68.0,94.0,56.0,86.0,Simple pass,168.81,1,Opponent18_M4,Opponent18_D4
10.82,74.0,85.0,68.0,94.0,Simple pass,170.65,1,Opponent18_D4,Opponent18_D1
75.01,75.0,10.0,74.0,85.0,Simple pass,172.82,1,Opponent18_D1,Opponent18_D2
31.06,59.0,51.0,61.0,20.0,Simple pass,189.25,1,Opponent18_D2,Opponent18_M2
14.87,64.0,65.0,59.0,51.0,Simple pass,191.23,1,Opponent18_M2,Opponent18_D1
51.0,19.0,89.0,64.0,65.0,Simple pass,194.41,1,Opponent18_D1,Opponent18_M5
5.1,24.0,90.0,19.0,89.0,Simple pass,199.48,1,Opponent18_M5,Opponent18_M1
43.42,40.0,60.0,13.0,94.0,Launch,277.48,1,Huskies_D7,Huskies_F1
17.09,32.0,53.0,38.0,69.0,Simple pass,285.48,1,Opponent18_M1,Opponent18_F2
18.03,32.0,61.0,31.0,43.0,Simple pass,290.6,1,Huskies_M6,Huskies_M1
5.39,27.0,63.0,32.0,61.0,Simple pass,291.87,1,Huskies_M1,Huskies_D6
21.95,46.0,74.0,27.0,63.0,Simple pass,294.57,1,Huskies_D6,Huskies_F2
14.14,44.0,88.0,46.0,74.0,Simple pass,296.14,1,Huskies_F2,Huskies_M8
12.65,32.0,92.0,44.0,88.0,Simple pass,297.06,1,Huskies_M8,Huskies_D7
22.83,21.0,72.0,32.0,92.0,Simple pass,299.6,1,Huskies_D7,Huskies_D6
27.73,9.0,47.0,21.0,72.0,Simple pass,301.84,1,Huskies_D6,Huskies_G1
16.28,57.0,12.0,69.0,23.0,Simple pass,312.07,1,Opponent18_D3,Opponent18_M3
5.1,62.0,11.0,57.0,12.0,Simple pass,314.76,1,Opponent18_M3,Opponent18_D3
20.62,82.0,16.0,62.0,11.0,Simple pass,320.43,1,Opponent18_D3,Opponent18_D2
33.62,53.0,33.0,82.0,16.0,High pass,324.2,1,Opponent18_D2,Opponent18_M2
25.02,54.0,58.0,53.0,33.0,Simple pass,325.12,1,Opponent18_M2,Opponent18_M4
35.85,68.0,91.0,54.0,58.0,Simple pass,328.32,1,Opponent18_M4,Opponent18_D4
25.18,71.0,66.0,68.0,91.0,Simple pass,332.2,1,Opponent18_D4,Opponent18_D1
6.4,66.0,62.0,71.0,66.0,Simple pass,336.68,1,Opponent18_D1,Opponent18_M4
28.28,70.0,90.0,66.0,62.0,Simple pass,338.32,1,Opponent18_M4,Opponent18_D4
25.02,71.0,65.0,70.0,90.0,Simple pass,340.76,1,Opponent18_D4,Opponent18_D1
38.47,89.0,31.0,71.0,65.0,Simple pass,343.08,1,Opponent18_D1,Opponent18_G1
9.0,55.0,9.0,55.0,18.0,Simple pass,358.92,1,Opponent18_M2,Opponent18_D3
29.83,26.0,16.0,55.0,9.0,High pass,359.89,1,Opponent18_D3,Opponent18_M3
14.87,55.0,6.0,69.0,11.0,Simple pass,389.09,1,Opponent18_D2,Opponent18_D3
24.08,39.0,24.0,55.0,6.0,Simple pass,392.97,1,Opponent18_D3,Opponent18_F2
12.81,31.0,14.0,39.0,24.0,Simple pass,393.35,1,Opponent18_F2,Opponent18_M3
2.83,34.0,15.0,32.0,17.0,Simple pass,395.87,1,Opponent18_F2,Opponent18_M3
11.0,69.0,83.0,58.0,83.0,Simple pass,419.95,1,Huskies_D6,Huskies_D7
12.81,77.0,93.0,69.0,83.0,Simple pass,422.21,1,Huskies_D7,Huskies_M8
16.03,61.0,92.0,77.0,93.0,Simple pass,425.7,1,Huskies_M8,Huskies_D7
11.7,65.0,81.0,61.0,92.0,Simple pass,427.93,1,Huskies_D7,Huskies_M1
6.32,71.0,83.0,65.0,81.0,Simple pass,429.51,1,Huskies_M1,Huskies_M8
19.21,90.0,70.0,75.0,82.0,Simple pass,433.01,1,Opponent18_M1,Opponent18_D1
26.42,77.0,93.0,90.0,70.0,Simple pass,437.2,1,Opponent18_D1,Opponent18_M5
52.17,58.0,7.0,69.0,58.0,Simple pass,443.96,1,Opponent18_M4,Opponent18_D3
10.0,30.0,42.0,24.0,34.0,Simple pass,451.4,1,Huskies_D2,Huskies_M3
10.82,35.0,54.0,41.0,63.0,Simple pass,458.82,1,Huskies_M3,Huskies_M1
23.19,32.0,31.0,35.0,54.0,Simple pass,460.93,1,Huskies_M1,Huskies_D2
34.71,35.0,94.0,28.0,60.0,Simple pass,485.55,1,Huskies_D6,Huskies_D7
13.15,50.0,81.0,37.0,79.0,Simple pass,547.89,1,Opponent18_M1,Opponent18_M4
27.02,67.0,60.0,50.0,81.0,Simple pass,549.07,1,Opponent18_M4,Opponent18_D1
32.02,66.0,28.0,67.0,60.0,Simple pass,552.09,1,Opponent18_D1,Opponent18_D2
36.24,34.0,11.0,66.0,28.0,Simple pass,556.18,1,Opponent18_D2,Opponent18_M3
16.64,43.0,25.0,34.0,11.0,Simple pass,560.32,1,Opponent18_M3,Opponent18_M2
1.0,31.0,91.0,32.0,91.0,Simple pass,573.93,1,Huskies_M8,Huskies_D7
29.73,11.0,69.0,31.0,91.0,Simple pass,574.99,1,Huskies_D7,Huskies_D6
21.21,49.0,51.0,64.0,66.0,Head pass,581.6,1,Opponent18_D1,Opponent18_M2
31.95,60.0,21.0,49.0,51.0,Head pass,581.77,1,Opponent18_M2,Opponent18_D3
19.31,34.0,68.0,27.0,50.0,Simple pass,589.63,1,Huskies_D2,Huskies_M3
27.31,63.0,72.0,38.0,61.0,Simple pass,593.7,1,Huskies_M3,Huskies_M8
12.65,67.0,60.0,63.0,72.0,Simple pass,597.17,1,Huskies_M8,Huskies_F2
11.18,65.0,71.0,60.0,61.0,Simple pass,600.81,1,Opponent18_M4,Opponent18_M1
14.56,61.0,85.0,65.0,71.0,Simple pass,603.72,1,Opponent18_M1,Opponent18_D4
12.53,35.0,85.0,29.0,96.0,Simple pass,611.34,1,Opponent18_D4,Opponent18_M5
38.9,47.0,48.0,35.0,85.0,Simple pass,616.37,1,Opponent18_M5,Opponent18_M2
20.62,42.0,28.0,47.0,48.0,Simple pass,619.27,1,Opponent18_M2,Opponent18_D3
32.98,34.0,60.0,42.0,28.0,Simple pass,624.32,1,Opponent18_D3,Opponent18_M1
28.16,37.0,88.0,34.0,60.0,Simple pass,628.91,1,Opponent18_M1,Opponent18_D4
