Id,Label
0.0,Opponent7_M1
1.0,Huskies_M4
2.0,Huskies_D5
3.0,Opponent7_D4
4.0,Huskies_M6
5.0,Huskies_D1
6.0,Huskies_M4
7.0,Opponent7_D1
8.0,Opponent7_F2
9.0,Opponent7_M7
10.0,Opponent7_M6
11.0,Huskies_M1
12.0,Huskies_F6
13.0,Opponent7_D3
14.0,Huskies_F6
15.0,Opponent7_M1
16.0,Opponent7_M2
17.0,Opponent7_D2
18.0,Opponent7_D1
19.0,Opponent7_M6
20.0,Opponent7_D3
21.0,Opponent7_D3
22.0,Opponent7_D3
23.0,Huskies_M8
24.0,Opponent7_F2
25.0,Huskies_D8
26.0,Huskies_M8
27.0,Opponent7_M2
28.0,Opponent7_F2
29.0,Opponent7_M1
30.0,Opponent7_G1
31.0,Opponent7_D1
32.0,Opponent7_M2
33.0,Opponent7_D3
34.0,Opponent7_G1
35.0,Opponent7_D1
36.0,Opponent7_M6
37.0,Opponent7_M1
38.0,Huskies_M1
39.0,Huskies_F5
40.0,Huskies_M6
41.0,Huskies_F5
42.0,Huskies_M6
43.0,Huskies_F5
44.0,Huskies_F1
45.0,Huskies_M6
46.0,Huskies_D8
47.0,Huskies_M4
48.0,Huskies_D2
49.0,Huskies_D1
50.0,Opponent7_M7
51.0,Opponent7_D2
52.0,Opponent7_M2
53.0,Opponent7_M7
54.0,Opponent7_M2
55.0,Huskies_D8
56.0,Opponent7_M1
57.0,Opponent7_M2
58.0,Opponent7_M6
59.0,Opponent7_D1
60.0,Opponent7_D3
61.0,Opponent7_M6
62.0,Opponent7_M2
63.0,Opponent7_D3
64.0,Huskies_M8
65.0,Opponent7_F2
66.0,Huskies_M4
67.0,Opponent7_M2
68.0,Opponent7_M2
69.0,Opponent7_M7
70.0,Opponent7_M7
71.0,Opponent7_D2
72.0,Huskies_M1
73.0,Opponent7_D3
74.0,Opponent7_M2
75.0,Opponent7_D2
76.0,Huskies_D8
77.0,Huskies_F6
78.0,Opponent7_D1
79.0,Opponent7_D1
80.0,Opponent7_D3
81.0,Huskies_D1
82.0,Huskies_M6
83.0,Huskies_M4
84.0,Huskies_M6
85.0,Huskies_F5
86.0,Huskies_F1
87.0,Huskies_M6
88.0,Opponent7_M6
89.0,Opponent7_D4
90.0,Huskies_D5
91.0,Huskies_D5
92.0,Huskies_D1
93.0,Opponent7_G1
94.0,Opponent7_D1
95.0,Opponent7_M7
96.0,Huskies_D5
97.0,Opponent7_D3
98.0,Opponent7_M1
99.0,Opponent7_M7
100.0,Opponent7_D1
101.0,Opponent7_D2
102.0,Opponent7_M1
103.0,Opponent7_M7
104.0,Opponent7_M6
105.0,Huskies_M4
106.0,Huskies_M6
107.0,Huskies_D5
108.0,Opponent7_M7
109.0,Huskies_M6
110.0,Huskies_F6
111.0,Huskies_M6
112.0,Huskies_F6
113.0,Huskies_D8
114.0,Huskies_M1
115.0,Opponent7_D3
116.0,Huskies_F1
117.0,Huskies_M6
118.0,Huskies_F5
119.0,Huskies_M6
120.0,Opponent7_D3
121.0,Opponent7_M6
122.0,Opponent7_D1
123.0,Opponent7_M2
124.0,Opponent7_M6
125.0,Opponent7_D4
126.0,Opponent7_D3
127.0,Opponent7_D2
128.0,Opponent7_M7
129.0,Opponent7_D2
130.0,Opponent7_D1
131.0,Opponent7_M6
132.0,Opponent7_M7
133.0,Huskies_D8
134.0,Opponent7_D3
135.0,Huskies_D5
136.0,Opponent7_D1
137.0,Opponent7_M6
138.0,Opponent7_D3
139.0,Huskies_G1
140.0,Huskies_D5
141.0,Huskies_F1
142.0,Huskies_M1
143.0,Huskies_D8
144.0,Huskies_F6
145.0,Huskies_D8
146.0,Opponent7_M6
147.0,Opponent7_D2
148.0,Opponent7_M1
149.0,Opponent7_D2
150.0,Opponent7_M2
151.0,Huskies_D2
152.0,Huskies_M6
153.0,Huskies_F5
154.0,Huskies_M8
155.0,Opponent7_M6
156.0,Opponent7_M1
157.0,Huskies_M6
158.0,Huskies_F6
159.0,Opponent7_M2
160.0,Opponent7_M6
161.0,Opponent7_D4
162.0,Opponent7_M7
163.0,Opponent7_M2
164.0,Opponent7_M1
165.0,Opponent7_M6
166.0,Opponent7_D3
167.0,Opponent7_M6
168.0,Huskies_M8
169.0,Opponent7_D4
170.0,Opponent7_M2
171.0,Opponent7_M7
172.0,Opponent7_M6
173.0,Opponent7_D4
174.0,Huskies_M1
