Distance,EventDestination_x,EventDestination_y,EventOrigin_x,EventOrigin_y,EventSubType,EventTime,MatchPeriod,Source,Target
17.03,67.0,49.0,50.0,50.0,Simple pass,3.11,1,Opponent15_M1,Opponent15_M2
20.25,74.0,30.0,67.0,49.0,Simple pass,3.89,1,Opponent15_M2,Opponent15_D1
9.06,75.0,21.0,74.0,30.0,Simple pass,6.63,1,Opponent15_D1,Opponent15_D2
24.74,51.0,27.0,75.0,21.0,High pass,7.96,1,Opponent15_D2,Opponent15_M1
29.61,45.0,56.0,51.0,27.0,Head pass,10.18,1,Opponent15_M1,Opponent15_F1
27.02,10.0,43.0,37.0,42.0,Simple pass,13.95,1,Huskies_M1,Huskies_G1
41.98,78.0,79.0,87.0,38.0,Hand pass,26.35,1,Opponent15_G1,Opponent15_D3
20.4,74.0,59.0,78.0,79.0,Simple pass,28.94,1,Opponent15_D3,Opponent15_M2
41.44,80.0,18.0,74.0,59.0,Simple pass,31.27,1,Opponent15_M2,Opponent15_D1
19.31,73.0,36.0,80.0,18.0,Simple pass,34.16,1,Opponent15_D1,Opponent15_M3
13.15,75.0,49.0,73.0,36.0,Simple pass,36.88,1,Opponent15_M3,Opponent15_M2
24.52,80.0,25.0,75.0,49.0,Simple pass,41.28,1,Opponent15_M2,Opponent15_D1
32.31,46.0,50.0,34.0,80.0,Launch,48.74,1,Huskies_D7,Huskies_F1
27.51,55.0,76.0,46.0,50.0,Simple pass,54.33,1,Huskies_F1,Huskies_M4
13.15,57.0,89.0,55.0,76.0,Simple pass,56.28,1,Huskies_M4,Huskies_M8
7.0,56.0,96.0,56.0,89.0,Simple pass,65.78,1,Huskies_M1,Huskies_D7
10.05,66.0,97.0,56.0,96.0,Simple pass,66.19,1,Huskies_D7,Huskies_M4
17.89,37.0,69.0,53.0,61.0,Head pass,120.0,1,Opponent15_M3,Opponent15_F2
10.0,43.0,77.0,37.0,69.0,Simple pass,121.99,1,Opponent15_F2,Opponent15_M2
22.67,58.0,94.0,43.0,77.0,Simple pass,123.62,1,Opponent15_M2,Opponent15_D4
23.77,67.0,72.0,58.0,94.0,Simple pass,125.36,1,Opponent15_D4,Opponent15_D3
63.51,39.0,15.0,67.0,72.0,Simple pass,128.18,1,Opponent15_D3,Opponent15_D2
9.22,48.0,17.0,39.0,15.0,Simple pass,132.84,1,Opponent15_D2,Opponent15_M3
25.24,69.0,31.0,48.0,17.0,Simple pass,135.68,1,Opponent15_M3,Opponent15_D1
57.87,51.0,86.0,69.0,31.0,Simple pass,137.04,1,Opponent15_D1,Opponent15_D3
17.26,27.0,57.0,30.0,74.0,Simple pass,163.86,1,Huskies_M1,Huskies_D2
41.11,14.0,18.0,27.0,57.0,Simple pass,166.85,1,Huskies_D2,Huskies_D5
27.86,4.0,44.0,14.0,18.0,Simple pass,170.65,1,Huskies_D5,Huskies_G1
25.71,38.0,24.0,63.0,30.0,Head pass,175.26,1,Opponent15_D1,Opponent15_M3
8.25,47.0,56.0,39.0,58.0,Simple pass,177.72,1,Huskies_D6,Huskies_M4
14.04,61.0,27.0,75.0,26.0,Simple pass,268.06,1,Opponent15_F2,Opponent15_F2
12.37,70.0,9.0,67.0,21.0,Simple pass,271.5,1,Opponent15_M3,Opponent15_D2
43.38,27.0,88.0,8.0,49.0,Hand pass,313.71,1,Huskies_G1,Huskies_D6
24.76,90.0,52.0,73.0,70.0,Head pass,319.64,1,Opponent15_D3,Opponent15_G1
29.68,74.0,27.0,90.0,52.0,Simple pass,325.9,1,Opponent15_G1,Opponent15_D1
9.22,67.0,33.0,74.0,27.0,Simple pass,328.22,1,Opponent15_D1,Opponent15_M3
7.28,69.0,26.0,67.0,33.0,Simple pass,332.4,1,Opponent15_M3,Opponent15_D1
40.01,68.0,66.0,69.0,26.0,Simple pass,336.11,1,Opponent15_D1,Opponent15_D3
24.74,62.0,90.0,68.0,66.0,Simple pass,338.19,1,Opponent15_D3,Opponent15_D4
11.66,68.0,80.0,62.0,90.0,Simple pass,340.4,1,Opponent15_D4,Opponent15_D3
