Distance,EventDestination_x,EventDestination_y,EventOrigin_x,EventOrigin_y,EventSubType,EventTime,MatchPeriod,Source,Target
29.68,25.0,66.0,50.0,50.0,Simple pass,1.25,1,Huskies_M1,Huskies_D3
25.5,8.0,47.0,25.0,66.0,Simple pass,3.82,1,Huskies_D3,Huskies_G1
5.39,45.0,24.0,43.0,19.0,Simple pass,27.88,1,Opponent12_M1,Opponent12_M2
10.0,39.0,16.0,45.0,24.0,Simple pass,28.96,1,Opponent12_M2,Opponent12_M1
12.53,45.0,27.0,39.0,16.0,Simple pass,29.7,1,Opponent12_M1,Opponent12_M2
11.05,46.0,16.0,45.0,27.0,Simple pass,30.34,1,Opponent12_M2,Opponent12_M1
11.7,35.0,6.0,46.0,10.0,Simple pass,32.16,1,Opponent12_M1,Opponent12_D2
10.44,25.0,9.0,35.0,6.0,Simple pass,33.85,1,Opponent12_D2,Opponent12_M1
9.06,16.0,8.0,25.0,9.0,Simple pass,36.29,1,Opponent12_M1,Opponent12_M3
38.01,33.0,42.0,16.0,8.0,Simple pass,38.6,1,Opponent12_M3,Opponent12_M2
23.19,10.0,39.0,33.0,42.0,Simple pass,43.25,1,Opponent12_M2,Opponent12_M1
17.0,47.0,96.0,39.0,81.0,Simple pass,110.75,1,Huskies_D7,Huskies_M8
8.6,61.0,78.0,54.0,83.0,Head pass,123.81,1,Huskies_M3,Huskies_M1
16.28,58.0,94.0,61.0,78.0,Simple pass,125.78,1,Huskies_M1,Huskies_D7
8.06,60.0,61.0,52.0,60.0,Simple pass,129.25,1,Opponent12_M3,Opponent12_M5
9.49,26.0,97.0,35.0,94.0,Simple pass,145.72,1,Opponent12_M4,Opponent12_M6
11.18,13.0,94.0,23.0,89.0,Simple pass,152.58,1,Opponent12_M4,Opponent12_M6
24.08,39.0,31.0,55.0,13.0,Simple pass,187.09,1,Huskies_M10,Huskies_D1
18.68,45.0,20.0,63.0,25.0,Simple pass,197.13,1,Opponent12_M2,Opponent12_M1
10.05,72.0,65.0,62.0,64.0,Head pass,225.41,1,Opponent12_M5,Opponent12_D3
6.32,76.0,81.0,70.0,83.0,Simple pass,230.12,1,Opponent12_M4,Opponent12_D4
47.27,19.0,35.0,24.0,82.0,Simple pass,246.29,1,Huskies_D3,Huskies_D1
30.02,20.0,5.0,19.0,35.0,Simple pass,249.73,1,Huskies_D1,Huskies_D4
12.08,26.0,13.0,37.0,8.0,Simple pass,253.61,1,Opponent12_D2,Opponent12_M1
10.0,20.0,11.0,26.0,19.0,Simple pass,254.69,1,Huskies_M6,Huskies_D4
5.0,24.0,8.0,20.0,11.0,Simple pass,255.97,1,Huskies_D4,Huskies_M6
10.0,41.0,11.0,31.0,11.0,Head pass,258.48,1,Opponent12_M2,Opponent12_D2
9.43,57.0,55.0,65.0,50.0,Simple pass,267.87,1,Opponent12_M5,Opponent12_M6
30.81,64.0,83.0,57.0,53.0,Simple pass,365.77,1,Opponent12_M5,Opponent12_D4
10.05,65.0,73.0,64.0,83.0,Simple pass,367.17,1,Opponent12_D4,Opponent12_D3
29.73,37.0,83.0,65.0,73.0,Simple pass,372.5,1,Opponent12_D3,Opponent12_M4
11.4,40.0,94.0,37.0,83.0,Simple pass,374.96,1,Opponent12_M4,Opponent12_D4
15.13,42.0,79.0,40.0,94.0,Simple pass,378.12,1,Opponent12_D4,Opponent12_M5
28.23,31.0,53.0,42.0,79.0,Simple pass,380.53,1,Opponent12_M5,Opponent12_M1
14.14,45.0,51.0,31.0,53.0,Simple pass,381.55,1,Opponent12_M1,Opponent12_M2
43.05,23.0,14.0,45.0,51.0,Simple pass,383.21,1,Opponent12_M2,Opponent12_D2
9.43,29.0,33.0,21.0,28.0,Head pass,392.94,1,Huskies_D4,Huskies_M6
10.77,30.0,34.0,40.0,38.0,Simple pass,396.38,1,Opponent12_M5,Opponent12_M2
10.77,34.0,44.0,30.0,34.0,Simple pass,398.12,1,Opponent12_M2,Opponent12_M5
34.71,41.0,78.0,34.0,44.0,Simple pass,400.9,1,Opponent12_M5,Opponent12_D3
16.28,30.0,90.0,41.0,78.0,Simple pass,405.34,1,Opponent12_D3,Opponent12_M6
10.63,38.0,78.0,31.0,86.0,Simple pass,407.31,1,Huskies_D7,Huskies_M1
17.26,41.0,95.0,38.0,78.0,Simple pass,408.75,1,Huskies_M1,Huskies_M8
30.41,94.0,51.0,64.0,56.0,Simple pass,415.72,1,Opponent12_M2,Opponent12_G1
40.31,65.0,79.0,94.0,51.0,Launch,419.48,1,Opponent12_G1,Opponent12_D4
35.51,46.0,49.0,65.0,79.0,Head pass,422.16,1,Opponent12_D4,Opponent12_M3
29.55,38.0,19.0,65.0,31.0,Simple pass,427.15,1,Opponent12_M2,Opponent12_M1
5.83,33.0,3.0,38.0,6.0,Simple pass,432.21,1,Opponent12_M1,Opponent12_D2
15.26,25.0,16.0,33.0,3.0,Simple pass,432.85,1,Opponent12_D2,Opponent12_M1
16.03,9.0,17.0,25.0,16.0,Simple pass,435.43,1,Opponent12_M1,Opponent12_M3
12.65,43.0,33.0,31.0,37.0,Simple pass,445.49,1,Huskies_M6,Huskies_F4
13.15,45.0,46.0,43.0,33.0,Simple pass,446.61,1,Huskies_F4,Huskies_M6
21.0,64.0,70.0,85.0,70.0,Simple pass,486.49,1,Opponent12_G1,Opponent12_D3
23.43,46.0,55.0,64.0,70.0,Simple pass,498.61,1,Opponent12_D3,Opponent12_M5
21.0,46.0,34.0,46.0,55.0,Simple pass,501.97,1,Opponent12_M5,Opponent12_D1
33.29,18.0,52.0,46.0,34.0,High pass,504.43,1,Opponent12_D1,Opponent12_M6
10.2,64.0,27.0,74.0,29.0,Head pass,528.89,1,Opponent12_D1,Opponent12_M1
24.6,45.0,38.0,34.0,16.0,Simple pass,556.59,1,Opponent12_M1,Opponent12_M5
21.02,46.0,59.0,45.0,38.0,Simple pass,558.95,1,Opponent12_M5,Opponent12_D3
6.4,41.0,55.0,46.0,59.0,Simple pass,563.02,1,Opponent12_D3,Opponent12_M5
43.05,43.0,12.0,41.0,55.0,Simple pass,567.06,1,Opponent12_M5,Opponent12_D2
26.93,88.0,52.0,74.0,75.0,Head pass,593.07,1,Opponent12_D3,Opponent12_G1
22.56,83.0,30.0,88.0,52.0,Hand pass,597.06,1,Opponent12_G1,Opponent12_D1
15.13,68.0,28.0,83.0,30.0,Simple pass,598.58,1,Opponent12_D1,Opponent12_M2
18.03,67.0,10.0,68.0,28.0,Simple pass,601.34,1,Opponent12_M2,Opponent12_D2
19.42,63.0,29.0,67.0,10.0,Simple pass,603.32,1,Opponent12_D2,Opponent12_M2
33.62,92.0,49.0,75.0,78.0,Simple pass,618.11,1,Opponent12_D3,Opponent12_G1
22.63,76.0,33.0,92.0,49.0,Simple pass,621.18,1,Opponent12_G1,Opponent12_D1
26.48,71.0,59.0,76.0,33.0,Simple pass,623.58,1,Opponent12_D1,Opponent12_M2
27.8,37.0,67.0,59.0,50.0,Simple pass,628.25,1,Opponent12_M2,Opponent12_M6
14.0,56.0,75.0,56.0,89.0,Simple pass,637.64,1,Huskies_M8,Huskies_M1
8.25,54.0,67.0,56.0,75.0,Simple pass,638.46,1,Huskies_M1,Huskies_M3
14.32,47.0,65.0,53.0,52.0,Simple pass,641.92,1,Opponent12_M2,Opponent12_M3
21.02,14.0,81.0,35.0,82.0,Simple pass,645.89,1,Opponent12_M3,Opponent12_M6
34.54,55.0,50.0,42.0,82.0,Simple pass,721.44,1,Opponent12_M5,Opponent12_D1
29.07,42.0,76.0,55.0,50.0,Simple pass,724.85,1,Opponent12_D1,Opponent12_D3
4.47,40.0,80.0,42.0,76.0,Simple pass,728.6,1,Opponent12_D3,Opponent12_M2
10.05,50.0,79.0,40.0,80.0,Simple pass,729.98,1,Opponent12_M2,Opponent12_D3
37.05,48.0,42.0,50.0,79.0,Simple pass,731.99,1,Opponent12_D3,Opponent12_M5
19.92,38.0,25.0,32.0,6.0,Head pass,760.91,1,Opponent12_D2,Opponent12_D1
22.36,60.0,29.0,38.0,25.0,Simple pass,762.93,1,Opponent12_D1,Opponent12_D3
9.49,46.0,56.0,55.0,53.0,Simple pass,771.51,1,Opponent12_D3,Opponent12_M2
27.29,50.0,83.0,46.0,56.0,Simple pass,773.53,1,Opponent12_M2,Opponent12_D3
14.32,44.0,96.0,50.0,83.0,Simple pass,776.21,1,Opponent12_D3,Opponent12_D4
27.02,65.0,79.0,44.0,96.0,Simple pass,777.39,1,Opponent12_D4,Opponent12_D3
25.06,53.0,57.0,65.0,79.0,Simple pass,778.82,1,Opponent12_D3,Opponent12_M2
57.43,6.0,24.0,53.0,57.0,High pass,781.69,1,Opponent12_M2,Opponent12_M1
18.6,29.0,80.0,14.0,91.0,Simple pass,808.22,1,Huskies_M8,Huskies_M1
17.46,13.0,73.0,29.0,80.0,Simple pass,809.78,1,Huskies_M1,Huskies_D3
20.4,68.0,37.0,72.0,57.0,Simple pass,816.89,1,Opponent12_G1,Opponent12_D1
14.56,54.0,41.0,68.0,37.0,Simple pass,819.07,1,Opponent12_D1,Opponent12_M2
18.38,71.0,34.0,54.0,41.0,Simple pass,821.29,1,Opponent12_M2,Opponent12_D1
12.04,59.0,35.0,71.0,34.0,Simple pass,823.61,1,Opponent12_D1,Opponent12_M2
75.15,31.0,93.0,63.0,25.0,High pass,832.3,1,Opponent12_D1,Opponent12_M4
12.73,22.0,84.0,31.0,93.0,Simple pass,838.16,1,Opponent12_M4,Opponent12_M6
71.06,4.0,8.0,21.0,77.0,Smart pass,842.75,1,Opponent12_M6,Opponent12_M1
17.03,21.0,7.0,4.0,8.0,Simple pass,849.28,1,Opponent12_M1,Opponent12_D2
16.55,28.0,22.0,21.0,7.0,Simple pass,851.35,1,Opponent12_D2,Opponent12_M2
10.44,18.0,19.0,28.0,22.0,Simple pass,853.21,1,Opponent12_M2,Opponent12_M3
14.42,30.0,11.0,18.0,19.0,Simple pass,854.81,1,Opponent12_M3,Opponent12_D2
13.6,17.0,7.0,30.0,11.0,Simple pass,856.55,1,Opponent12_D2,Opponent12_M3
10.63,18.0,10.0,25.0,18.0,Simple pass,862.16,1,Opponent12_M3,Opponent12_D2
39.85,80.0,75.0,92.0,37.0,Simple pass,895.92,1,Opponent12_G1,Opponent12_D3
44.0,80.0,31.0,80.0,75.0,Simple pass,901.55,1,Opponent12_D3,Opponent12_D1
47.1,66.0,64.0,69.0,17.0,Simple pass,924.63,1,Opponent12_D1,Opponent12_D3
11.0,38.0,89.0,38.0,78.0,Simple pass,933.89,1,Opponent12_D3,Opponent12_D4
33.54,44.0,56.0,38.0,89.0,Simple pass,937.16,1,Opponent12_D4,Opponent12_M5
17.72,39.0,39.0,44.0,56.0,Simple pass,940.56,1,Opponent12_M5,Opponent12_M3
14.32,36.0,53.0,39.0,39.0,Simple pass,942.35,1,Opponent12_M3,Opponent12_M5
6.0,41.0,40.0,35.0,40.0,Simple pass,946.39,1,Opponent12_M2,Opponent12_M3
5.1,36.0,39.0,41.0,40.0,Simple pass,948.46,1,Opponent12_M3,Opponent12_M2
14.21,25.0,48.0,36.0,39.0,Smart pass,952.19,1,Opponent12_M2,Opponent12_M6
25.63,46.0,84.0,37.0,60.0,Simple pass,956.63,1,Huskies_M6,Huskies_M8
21.1,69.0,62.0,58.0,80.0,Simple pass,959.78,1,Huskies_M8,Huskies_M1
16.03,68.0,46.0,69.0,30.0,Simple pass,970.77,1,Huskies_M6,Huskies_M1
30.87,68.0,1.0,55.0,29.0,Head pass,987.59,1,Huskies_D1,Huskies_D4
23.43,49.0,81.0,67.0,66.0,Simple pass,1025.55,1,Opponent12_M5,Opponent12_M4
23.43,64.0,74.0,49.0,92.0,Simple pass,1033.01,1,Opponent12_D4,Opponent12_D3
10.0,56.0,68.0,64.0,74.0,Simple pass,1037.11,1,Opponent12_D3,Opponent12_M2
19.65,51.0,87.0,56.0,68.0,Simple pass,1038.7,1,Opponent12_M2,Opponent12_D3
11.66,49.0,97.0,59.0,91.0,Simple pass,1137.12,1,Huskies_M3,Huskies_D7
13.6,71.0,87.0,63.0,76.0,Simple pass,1140.72,1,Opponent12_M2,Opponent12_D4
27.07,44.0,85.0,71.0,87.0,High pass,1141.88,1,Opponent12_D4,Opponent12_M6
23.54,58.0,69.0,63.0,92.0,Simple pass,1145.3,1,Huskies_M1,Huskies_M6
49.48,46.0,21.0,58.0,69.0,Simple pass,1147.85,1,Huskies_M6,Huskies_D4
18.03,40.0,38.0,46.0,21.0,Simple pass,1151.39,1,Huskies_D4,Huskies_D1
45.89,44.0,49.0,35.0,94.0,Simple pass,1169.84,1,Huskies_D3,Huskies_D1
25.18,41.0,24.0,44.0,49.0,Simple pass,1173.6,1,Huskies_D1,Huskies_D4
24.6,30.0,46.0,41.0,24.0,Simple pass,1176.61,1,Huskies_D4,Huskies_D1
51.92,44.0,96.0,30.0,46.0,Simple pass,1179.94,1,Huskies_D1,Huskies_D7
25.63,53.0,72.0,44.0,96.0,Simple pass,1183.24,1,Huskies_D7,Huskies_M3
11.66,43.0,66.0,53.0,72.0,Simple pass,1184.92,1,Huskies_M3,Huskies_D3
20.88,49.0,46.0,43.0,66.0,Simple pass,1187.75,1,Huskies_D3,Huskies_M6
13.04,36.0,47.0,49.0,46.0,Simple pass,1188.79,1,Huskies_M6,Huskies_D1
32.98,44.0,15.0,36.0,47.0,Simple pass,1190.22,1,Huskies_D1,Huskies_D4
26.83,32.0,39.0,44.0,15.0,Simple pass,1192.07,1,Huskies_D4,Huskies_D1
19.0,32.0,58.0,32.0,39.0,Simple pass,1194.87,1,Huskies_D1,Huskies_D3
20.62,12.0,53.0,32.0,58.0,Simple pass,1198.58,1,Huskies_D3,Huskies_G1
51.62,39.0,97.0,12.0,53.0,Simple pass,1200.37,1,Huskies_G1,Huskies_D7
14.0,59.0,79.0,73.0,79.0,Simple pass,1257.2,1,Opponent12_M2,Opponent12_M6
38.95,91.0,48.0,65.0,77.0,Simple pass,1310.73,1,Opponent12_M2,Opponent12_G1
16.4,78.0,38.0,91.0,48.0,Simple pass,1316.89,1,Opponent12_G1,Opponent12_D1
39.01,79.0,77.0,78.0,38.0,Simple pass,1320.25,1,Opponent12_D1,Opponent12_D3
36.22,73.0,39.0,69.0,75.0,Simple pass,1325.81,1,Opponent12_D3,Opponent12_D1
47.43,16.0,9.0,61.0,24.0,High pass,1331.25,1,Opponent12_D1,Opponent12_D2
28.28,14.0,40.0,18.0,12.0,Simple pass,1339.65,1,Huskies_M6,Huskies_D1
11.66,53.0,87.0,63.0,81.0,Simple pass,1351.87,1,Opponent12_D3,Opponent12_D4
16.76,58.0,71.0,53.0,87.0,Simple pass,1354.1,1,Opponent12_D4,Opponent12_M5
39.12,61.0,32.0,58.0,71.0,Simple pass,1356.44,1,Opponent12_M5,Opponent12_D1
15.03,37.0,13.0,38.0,28.0,Simple pass,1362.7,1,Opponent12_D1,Opponent12_D2
12.08,42.0,24.0,37.0,13.0,Simple pass,1363.96,1,Opponent12_D2,Opponent12_D1
18.44,54.0,72.0,58.0,90.0,Simple pass,1402.46,1,Huskies_M1,Huskies_M3
29.15,27.0,83.0,54.0,72.0,Simple pass,1404.69,1,Huskies_M3,Huskies_D3
38.28,14.0,47.0,27.0,83.0,Simple pass,1407.62,1,Huskies_D3,Huskies_G1
65.12,58.0,95.0,14.0,47.0,High pass,1414.39,1,Huskies_G1,Huskies_M8
14.56,62.0,81.0,58.0,95.0,Head pass,1417.14,1,Huskies_M8,Huskies_M1
21.21,59.0,97.0,56.0,76.0,Simple pass,1425.79,1,Huskies_M1,Huskies_D7
33.11,28.0,50.0,42.0,80.0,Simple pass,1451.91,1,Huskies_D3,Huskies_D1
22.02,6.0,51.0,28.0,50.0,Simple pass,1454.32,1,Huskies_D1,Huskies_G1
52.39,54.0,72.0,6.0,51.0,High pass,1459.32,1,Huskies_G1,Huskies_M1
26.0,91.0,52.0,81.0,76.0,Simple pass,1464.98,1,Opponent12_D3,Opponent12_G1
4.24,55.0,50.0,52.0,53.0,Simple pass,1471.25,1,Huskies_D3,Huskies_M3
30.41,41.0,23.0,55.0,50.0,Simple pass,1474.13,1,Huskies_M3,Huskies_D4
31.06,96.0,27.0,70.0,10.0,Simple pass,1486.02,1,Opponent12_D2,Opponent12_G1
48.26,48.0,32.0,96.0,27.0,Launch,1488.93,1,Opponent12_G1,Opponent12_M3
18.03,49.0,12.0,66.0,18.0,Simple pass,1494.65,1,Opponent12_D2,Opponent12_M1
15.62,61.0,22.0,49.0,12.0,Simple pass,1497.26,1,Opponent12_M1,Opponent12_M2
16.4,67.0,18.0,57.0,31.0,Simple pass,1512.99,1,Opponent12_M2,Opponent12_D2
