Distance,EventDestination_x,EventDestination_y,EventOrigin_x,EventOrigin_y,EventSubType,EventTime,MatchPeriod,Source,Target
17.8,65.0,65.0,51.0,54.0,Simple pass,1.27,1,Opponent17_F3,Opponent17_M1
7.07,32.0,88.0,39.0,87.0,Simple pass,7.82,1,Opponent17_D5,Opponent17_M3
8.94,24.0,92.0,32.0,88.0,Simple pass,8.89,1,Opponent17_M3,Opponent17_F4
13.0,36.0,87.0,24.0,92.0,Simple pass,10.51,1,Opponent17_F4,Opponent17_D5
51.74,57.0,15.0,18.0,49.0,High pass,57.72,1,Huskies_D1,Huskies_M12
25.32,32.0,11.0,57.0,15.0,Simple pass,64.18,1,Huskies_M12,Huskies_D4
21.1,63.0,60.0,42.0,58.0,Simple pass,71.25,1,Huskies_M1,Huskies_F2
31.78,56.0,91.0,63.0,60.0,Simple pass,73.45,1,Huskies_F2,Huskies_D8
23.77,47.0,69.0,56.0,91.0,Simple pass,77.18,1,Huskies_D8,Huskies_D3
40.5,33.0,31.0,47.0,69.0,Simple pass,78.82,1,Huskies_D3,Huskies_D1
15.62,45.0,21.0,33.0,31.0,Simple pass,83.42,1,Huskies_D1,Huskies_M3
15.3,42.0,36.0,45.0,21.0,Simple pass,86.3,1,Huskies_M3,Huskies_D1
54.04,76.0,78.0,42.0,36.0,High pass,89.41,1,Huskies_D1,Huskies_F6
1.0,46.0,52.0,46.0,51.0,Simple pass,134.22,1,Huskies_F5,Huskies_F6
1.0,85.0,65.0,84.0,65.0,Simple pass,141.67,1,Opponent17_M7,Opponent17_D5
27.46,31.0,92.0,8.0,77.0,Hand pass,216.0,1,Huskies_G1,Huskies_D8
57.08,28.0,15.0,31.0,72.0,High pass,224.32,1,Huskies_D3,Huskies_D4
17.8,17.0,29.0,28.0,15.0,Simple pass,231.03,1,Huskies_D4,Huskies_D1
42.76,25.0,71.0,17.0,29.0,Simple pass,234.44,1,Huskies_D1,Huskies_D3
40.05,23.0,31.0,25.0,71.0,Simple pass,237.68,1,Huskies_D3,Huskies_D1
17.2,37.0,21.0,23.0,31.0,Simple pass,241.83,1,Huskies_D1,Huskies_M1
15.81,46.0,8.0,37.0,21.0,Simple pass,246.31,1,Huskies_M1,Huskies_D4
12.37,71.0,12.0,83.0,15.0,Head pass,250.3,1,Opponent17_D2,Opponent17_M1
27.51,45.0,21.0,71.0,12.0,High pass,252.28,1,Opponent17_M1,Opponent17_F4
9.43,47.0,27.0,42.0,19.0,Simple pass,258.04,1,Opponent17_F4,Opponent17_M1
18.79,39.0,10.0,47.0,27.0,Simple pass,261.34,1,Opponent17_M1,Opponent17_F4
46.53,34.0,89.0,12.0,48.0,Hand pass,267.0,1,Huskies_G1,Huskies_D8
18.25,31.0,71.0,34.0,89.0,Simple pass,272.36,1,Huskies_D8,Huskies_D3
17.49,40.0,56.0,31.0,71.0,Simple pass,275.41,1,Huskies_D3,Huskies_M3
59.64,74.0,7.0,40.0,56.0,High pass,277.75,1,Huskies_M3,Huskies_M12
40.31,37.0,23.0,74.0,7.0,Simple pass,281.53,1,Huskies_M12,Huskies_D4
9.85,33.0,32.0,37.0,23.0,Simple pass,285.3,1,Huskies_D4,Huskies_D1
45.35,44.0,76.0,33.0,32.0,Simple pass,288.12,1,Huskies_D1,Huskies_D3
11.18,46.0,65.0,44.0,76.0,Simple pass,292.38,1,Huskies_D3,Huskies_M3
20.1,66.0,63.0,46.0,65.0,Simple pass,295.05,1,Huskies_M3,Huskies_F2
27.66,45.0,45.0,66.0,63.0,Simple pass,295.95,1,Huskies_F2,Huskies_D1
28.07,56.0,8.0,58.0,36.0,Simple pass,300.1,1,Huskies_D1,Huskies_D4
24.41,76.0,22.0,56.0,8.0,Simple pass,302.6,1,Huskies_D4,Huskies_F5
8.06,72.0,15.0,76.0,22.0,Simple pass,303.62,1,Huskies_F5,Huskies_M12
6.32,61.0,22.0,67.0,20.0,Simple pass,306.8,1,Opponent17_M1,Opponent17_F3
10.0,69.0,28.0,61.0,22.0,Simple pass,308.39,1,Opponent17_F3,Opponent17_M1
38.21,41.0,3.0,15.0,31.0,Simple pass,327.84,1,Huskies_G1,Huskies_D1
8.94,63.0,14.0,71.0,10.0,High pass,335.36,1,Opponent17_D1,Opponent17_F3
41.59,63.0,26.0,70.0,67.0,Simple pass,367.62,1,Opponent17_D3,Opponent17_M1
9.85,72.0,30.0,63.0,26.0,Simple pass,369.14,1,Opponent17_M1,Opponent17_D1
9.22,35.0,25.0,26.0,23.0,Simple pass,373.32,1,Huskies_D4,Huskies_M3
19.31,28.0,7.0,35.0,25.0,Simple pass,375.63,1,Huskies_M3,Huskies_D4
30.41,14.0,34.0,28.0,7.0,Simple pass,378.55,1,Huskies_D4,Huskies_D1
34.44,29.0,65.0,14.0,34.0,Simple pass,381.15,1,Huskies_D1,Huskies_D3
35.51,35.0,30.0,29.0,65.0,Simple pass,386.78,1,Huskies_D3,Huskies_D1
22.09,33.0,8.0,35.0,30.0,Simple pass,392.53,1,Huskies_D1,Huskies_D4
18.79,41.0,25.0,33.0,8.0,Simple pass,395.55,1,Huskies_D4,Huskies_M3
21.19,34.0,5.0,41.0,25.0,Simple pass,396.54,1,Huskies_M3,Huskies_D4
26.31,30.0,31.0,34.0,5.0,Simple pass,398.98,1,Huskies_D4,Huskies_D1
29.07,28.0,60.0,30.0,31.0,Simple pass,401.26,1,Huskies_D1,Huskies_D3
43.14,58.0,91.0,28.0,60.0,Simple pass,404.74,1,Huskies_D3,Huskies_M1
17.03,75.0,92.0,58.0,91.0,Simple pass,407.62,1,Huskies_M1,Huskies_D8
22.2,71.0,94.0,89.0,81.0,Simple pass,411.93,1,Opponent17_M3,Opponent17_D5
5.83,27.0,79.0,32.0,82.0,Head pass,418.7,1,Huskies_D1,Huskies_D3
16.16,18.0,36.0,12.0,51.0,Simple pass,428.35,1,Huskies_G1,Huskies_D1
16.28,30.0,25.0,18.0,36.0,Simple pass,429.4,1,Huskies_D1,Huskies_M3
11.7,65.0,7.0,61.0,18.0,Simple pass,437.04,1,Huskies_M3,Huskies_D4
19.65,70.0,26.0,65.0,7.0,Simple pass,438.09,1,Huskies_D4,Huskies_F2
19.92,88.0,32.0,82.0,13.0,Simple pass,443.74,1,Opponent17_M2,Opponent17_D1
15.23,69.0,18.0,83.0,12.0,Head pass,453.36,1,Opponent17_M2,Opponent17_F3
8.6,92.0,79.0,85.0,74.0,Simple pass,493.55,1,Huskies_F6,Huskies_D3
25.02,72.0,70.0,97.0,71.0,Simple pass,502.74,1,Opponent17_D3,Opponent17_F4
8.54,41.0,87.0,33.0,90.0,Simple pass,539.28,1,Huskies_F6,Huskies_F5
18.79,66.0,89.0,49.0,81.0,Simple pass,542.72,1,Opponent17_D3,Opponent17_D5
30.36,75.0,60.0,66.0,89.0,Simple pass,543.61,1,Opponent17_D5,Opponent17_D1
16.4,88.0,50.0,75.0,60.0,Simple pass,545.98,1,Opponent17_D1,Opponent17_G2
55.36,35.0,34.0,88.0,50.0,Launch,548.51,1,Opponent17_G2,Opponent17_F3
9.0,56.0,43.0,47.0,43.0,Simple pass,553.96,1,Opponent17_M2,Opponent17_M1
19.24,32.0,8.0,29.0,27.0,Simple pass,557.91,1,Huskies_D1,Huskies_D4
17.46,28.0,25.0,32.0,8.0,Simple pass,561.32,1,Huskies_D4,Huskies_M3
20.02,29.0,5.0,28.0,25.0,Simple pass,562.78,1,Huskies_M3,Huskies_D4
26.93,22.0,31.0,29.0,5.0,Simple pass,564.08,1,Huskies_D4,Huskies_D1
32.39,27.0,63.0,22.0,31.0,Simple pass,566.87,1,Huskies_D1,Huskies_D3
28.79,37.0,90.0,27.0,63.0,Simple pass,570.63,1,Huskies_D3,Huskies_D8
4.47,74.0,39.0,76.0,43.0,Head pass,607.3,1,Opponent17_M7,Opponent17_D5
9.85,65.0,35.0,74.0,39.0,Simple pass,608.66,1,Opponent17_D5,Opponent17_M7
