Distance,EventDestination_x,EventDestination_y,EventOrigin_x,EventOrigin_y,EventSubType,EventTime,MatchPeriod,Source,Target
19.03,31.0,49.0,50.0,50.0,Simple pass,2.13,1,Huskies_F6,Huskies_D3
41.01,30.0,8.0,31.0,49.0,Simple pass,4.31,1,Huskies_D3,Huskies_D1
33.02,13.0,43.0,32.0,16.0,Head pass,11.91,1,Huskies_D1,Huskies_G1
12.0,8.0,58.0,8.0,46.0,Head pass,42.53,1,Huskies_D5,Huskies_D3
5.0,42.0,91.0,38.0,88.0,Simple pass,120.66,1,Opponent10_M2,Opponent10_M3
35.0,45.0,96.0,24.0,68.0,Head pass,122.09,1,Huskies_D1,Huskies_F6
17.46,52.0,80.0,45.0,96.0,Head pass,124.09,1,Huskies_F6,Huskies_F4
15.65,39.0,94.0,53.0,87.0,Simple pass,128.55,1,Opponent10_M3,Opponent10_M2
10.05,26.0,94.0,36.0,95.0,Simple pass,162.63,1,Huskies_M4,Huskies_D8
41.11,66.0,79.0,27.0,92.0,High pass,170.75,1,Huskies_D8,Huskies_F4
39.92,27.0,84.0,12.0,47.0,Hand pass,218.15,1,Huskies_G1,Huskies_D3
12.17,56.0,58.0,58.0,70.0,Simple pass,229.29,1,Huskies_M1,Huskies_F2
49.01,57.0,9.0,56.0,58.0,Simple pass,230.71,1,Huskies_F2,Huskies_D5
15.03,56.0,24.0,57.0,9.0,Simple pass,234.05,1,Huskies_D5,Huskies_F2
15.81,41.0,29.0,56.0,24.0,Simple pass,235.44,1,Huskies_F2,Huskies_D1
69.89,64.0,95.0,41.0,29.0,High pass,238.92,1,Huskies_D1,Huskies_D8
16.12,48.0,93.0,64.0,95.0,Simple pass,243.01,1,Huskies_D8,Huskies_D3
25.94,76.0,86.0,88.0,63.0,Hand pass,252.34,1,Opponent10_G1,Opponent10_D5
21.02,96.0,54.0,87.0,73.0,Simple pass,268.29,1,Opponent10_D5,Opponent10_G1
53.15,61.0,14.0,96.0,54.0,High pass,272.02,1,Opponent10_G1,Opponent10_M5
21.1,82.0,16.0,61.0,14.0,Simple pass,275.18,1,Opponent10_M5,Opponent10_M7
13.04,75.0,27.0,82.0,16.0,Simple pass,277.17,1,Opponent10_M7,Opponent10_M3
10.44,65.0,24.0,75.0,27.0,Simple pass,278.93,1,Opponent10_M3,Opponent10_F2
21.59,70.0,45.0,65.0,24.0,Simple pass,280.29,1,Opponent10_F2,Opponent10_M3
13.0,58.0,88.0,71.0,88.0,Simple pass,321.96,1,Opponent10_D3,Opponent10_F2
23.77,81.0,94.0,58.0,88.0,Simple pass,325.92,1,Opponent10_F2,Opponent10_M5
17.12,83.0,77.0,81.0,94.0,Simple pass,327.97,1,Opponent10_M5,Opponent10_D5
8.94,75.0,73.0,83.0,77.0,Simple pass,330.62,1,Opponent10_D5,Opponent10_M3
29.0,75.0,44.0,75.0,73.0,Simple pass,332.68,1,Opponent10_M3,Opponent10_D6
31.4,70.0,13.0,75.0,44.0,Simple pass,335.48,1,Opponent10_D6,Opponent10_M7
