Id,Label
0.0,Huskies_F3
1.0,Opponent3_M1
2.0,Huskies_M6
3.0,Huskies_D4
4.0,Huskies_D3
5.0,Opponent3_M3
6.0,Opponent3_F1
7.0,Opponent3_M4
8.0,Opponent3_M1
9.0,Opponent3_D1
10.0,Opponent3_M3
11.0,Opponent3_F2
12.0,Opponent3_D1
13.0,Opponent3_D3
14.0,Opponent3_D1
15.0,Opponent3_F2
16.0,Huskies_D2
17.0,Huskies_D3
18.0,Huskies_D4
19.0,Huskies_D3
20.0,Opponent3_D3
21.0,Huskies_D2
22.0,Opponent3_D4
23.0,Huskies_D3
24.0,Opponent3_M1
25.0,Opponent3_D1
26.0,Opponent3_D1
27.0,Opponent3_G1
28.0,Opponent3_G1
29.0,Huskies_D3
30.0,Huskies_D1
31.0,Huskies_G1
32.0,Huskies_D3
33.0,Huskies_M4
34.0,Huskies_D6
35.0,Huskies_D1
36.0,Opponent3_D1
37.0,Opponent3_D4
38.0,Huskies_G1
39.0,Huskies_D3
40.0,Huskies_D4
41.0,Huskies_D3
42.0,Huskies_M1
43.0,Huskies_F2
44.0,Huskies_M1
45.0,Huskies_F2
46.0,Huskies_M6
47.0,Huskies_D4
48.0,Huskies_M1
49.0,Huskies_D1
50.0,Opponent3_D1
51.0,Opponent3_G1
52.0,Opponent3_M4
53.0,Opponent3_D2
54.0,Opponent3_D4
55.0,Opponent3_D1
56.0,Opponent3_D2
57.0,Opponent3_M1
58.0,Opponent3_M4
59.0,Opponent3_D2
60.0,Opponent3_M4
61.0,Opponent3_F1
62.0,Opponent3_M1
63.0,Opponent3_D3
64.0,Opponent3_D2
65.0,Huskies_D2
66.0,Huskies_F2
67.0,Huskies_D6
68.0,Huskies_D1
69.0,Huskies_D2
70.0,Huskies_D3
71.0,Huskies_D2
72.0,Huskies_D6
73.0,Huskies_D6
74.0,Huskies_D1
75.0,Opponent3_F2
76.0,Huskies_M4
77.0,Huskies_M1
78.0,Huskies_M6
79.0,Huskies_M1
80.0,Huskies_D4
81.0,Huskies_G1
82.0,Opponent3_D1
83.0,Opponent3_F2
84.0,Opponent3_F1
85.0,Opponent3_M4
86.0,Opponent3_F2
87.0,Opponent3_M4
88.0,Opponent3_M1
89.0,Opponent3_F2
90.0,Opponent3_D3
91.0,Opponent3_D4
92.0,Opponent3_D1
93.0,Opponent3_M1
94.0,Opponent3_F2
95.0,Opponent3_M4
96.0,Opponent3_F2
97.0,Opponent3_M1
98.0,Opponent3_F1
99.0,Opponent3_D4
100.0,Opponent3_F2
101.0,Opponent3_M1
102.0,Opponent3_M4
103.0,Opponent3_M1
104.0,Opponent3_M3
105.0,Opponent3_D3
106.0,Huskies_D1
107.0,Huskies_F2
108.0,Huskies_D2
109.0,Huskies_D3
110.0,Huskies_D4
111.0,Huskies_M4
112.0,Huskies_F2
113.0,Huskies_D6
114.0,Huskies_F2
115.0,Huskies_M4
116.0,Huskies_M1
117.0,Huskies_M4
118.0,Huskies_D4
119.0,Huskies_D3
120.0,Huskies_D1
121.0,Huskies_D6
122.0,Huskies_D2
123.0,Huskies_M4
124.0,Huskies_M1
125.0,Huskies_D1
126.0,Huskies_F3
127.0,Huskies_D6
128.0,Huskies_F3
129.0,Huskies_M1
130.0,Huskies_D3
131.0,Huskies_D4
132.0,Huskies_D3
133.0,Huskies_D2
134.0,Huskies_D1
135.0,Opponent3_F2
136.0,Opponent3_M3
137.0,Opponent3_M4
138.0,Opponent3_M3
139.0,Opponent3_M2
140.0,Opponent3_M3
141.0,Opponent3_M1
142.0,Huskies_D1
143.0,Huskies_M4
144.0,Huskies_M1
145.0,Huskies_F3
146.0,Huskies_M6
147.0,Huskies_F2
148.0,Huskies_D6
149.0,Huskies_D1
150.0,Opponent3_M2
151.0,Opponent3_M4
152.0,Opponent3_M1
153.0,Opponent3_D1
154.0,Opponent3_D4
155.0,Opponent3_D1
156.0,Opponent3_D4
157.0,Opponent3_F1
158.0,Opponent3_M1
159.0,Opponent3_M4
160.0,Opponent3_M1
161.0,Opponent3_M3
162.0,Opponent3_M1
163.0,Opponent3_D1
164.0,Opponent3_F2
165.0,Opponent3_M4
166.0,Opponent3_M3
167.0,Opponent3_M1
168.0,Opponent3_D2
169.0,Opponent3_M1
170.0,Opponent3_M3
171.0,Opponent3_M1
