Distance,EventDestination_x,EventDestination_y,EventOrigin_x,EventOrigin_y,EventSubType,EventTime,MatchPeriod,Source,Target
24.08,31.0,65.0,49.0,49.0,Simple pass,1.54,1,Huskies_F2,Huskies_D3
72.01,75.0,8.0,31.0,65.0,High pass,5.69,1,Huskies_D3,Huskies_F1
8.6,85.0,47.0,90.0,40.0,Simple pass,32.57,1,Opponent8_M1,Opponent8_M2
38.08,19.0,47.0,38.0,80.0,Simple pass,42.92,1,Huskies_D6,Huskies_G1
30.36,28.0,76.0,19.0,47.0,Simple pass,46.0,1,Huskies_G1,Huskies_D3
29.0,28.0,47.0,28.0,76.0,Simple pass,49.95,1,Huskies_D3,Huskies_D1
26.48,33.0,21.0,28.0,47.0,Simple pass,52.4,1,Huskies_D1,Huskies_M3
14.04,32.0,7.0,33.0,21.0,Simple pass,54.72,1,Huskies_M3,Huskies_D4
45.35,20.0,49.0,31.0,5.0,Simple pass,58.74,1,Huskies_D4,Huskies_D1
27.51,29.0,75.0,20.0,49.0,Simple pass,60.48,1,Huskies_D1,Huskies_D3
13.15,42.0,73.0,29.0,75.0,Simple pass,65.93,1,Huskies_D3,Huskies_M1
39.01,49.0,8.0,50.0,47.0,Simple pass,72.9,1,Huskies_F2,Huskies_D4
24.19,46.0,32.0,49.0,8.0,Simple pass,75.45,1,Huskies_D4,Huskies_M3
27.02,69.0,5.0,68.0,32.0,Simple pass,79.83,1,Huskies_M3,Huskies_D4
3.61,56.0,2.0,54.0,5.0,Simple pass,154.33,1,Huskies_M3,Huskies_D4
45.31,73.0,44.0,56.0,2.0,Simple pass,155.56,1,Huskies_D4,Huskies_M6
37.85,78.0,82.0,86.0,45.0,Hand pass,166.62,1,Opponent8_G1,Opponent8_D3
19.21,63.0,94.0,78.0,82.0,Simple pass,168.75,1,Opponent8_D3,Opponent8_D4
10.0,63.0,84.0,63.0,94.0,Simple pass,170.04,1,Opponent8_D4,Opponent8_M4
7.21,69.0,80.0,63.0,84.0,Simple pass,172.29,1,Opponent8_M4,Opponent8_D3
10.82,60.0,86.0,69.0,80.0,Simple pass,177.39,1,Opponent8_D3,Opponent8_M1
12.37,63.0,74.0,60.0,86.0,Simple pass,178.34,1,Opponent8_M1,Opponent8_D3
22.2,29.0,12.0,32.0,34.0,Head pass,183.57,1,Huskies_D1,Huskies_F1
2.0,27.0,12.0,29.0,12.0,Head pass,186.18,1,Huskies_F1,Huskies_D4
