Distance,EventDestination_x,EventDestination_y,EventOrigin_x,EventOrigin_y,EventSubType,EventTime,MatchPeriod,Source,Target
19.42,31.0,54.0,50.0,50.0,Simple pass,1.96,1,Huskies_M4,Huskies_D3
18.25,68.0,19.0,71.0,37.0,Head pass,9.84,1,Opponent10_M1,Opponent10_M2
26.25,88.0,36.0,68.0,19.0,Simple pass,10.08,1,Opponent10_M2,Opponent10_D2
17.09,94.0,52.0,88.0,36.0,Simple pass,13.15,1,Opponent10_D2,Opponent10_G1
40.05,33.0,96.0,73.0,94.0,Simple pass,20.97,1,Opponent10_D4,Opponent10_F1
37.8,8.0,63.0,31.0,93.0,Simple pass,25.83,1,Huskies_D3,Huskies_G1
13.42,59.0,64.0,53.0,52.0,Simple pass,33.14,1,Opponent10_M1,Opponent10_M3
31.26,62.0,77.0,31.0,73.0,Simple pass,35.62,1,Huskies_D3,Huskies_M8
14.04,61.0,63.0,62.0,77.0,Simple pass,38.66,1,Huskies_M8,Huskies_F2
49.03,71.0,15.0,61.0,63.0,Simple pass,40.76,1,Huskies_F2,Huskies_M5
17.49,86.0,6.0,71.0,15.0,Simple pass,45.4,1,Huskies_M5,Huskies_D4
40.05,72.0,83.0,74.0,43.0,Simple pass,50.98,1,Opponent10_M4,Opponent10_D3
13.6,44.0,96.0,36.0,85.0,Simple pass,73.84,1,Opponent10_M1,Opponent10_D4
19.7,62.0,88.0,44.0,96.0,Simple pass,75.87,1,Opponent10_D4,Opponent10_D5
58.31,68.0,30.0,62.0,88.0,Simple pass,82.8,1,Opponent10_D5,Opponent10_D2
51.01,67.0,81.0,68.0,30.0,Simple pass,87.58,1,Opponent10_D2,Opponent10_D5
25.0,43.0,88.0,67.0,81.0,Simple pass,91.41,1,Opponent10_D5,Opponent10_M1
34.0,45.0,68.0,29.0,98.0,Simple pass,97.4,1,Opponent10_D4,Opponent10_M3
32.25,41.0,36.0,45.0,68.0,Simple pass,100.32,1,Opponent10_M3,Opponent10_D2
11.4,32.0,43.0,41.0,36.0,Simple pass,103.27,1,Opponent10_D2,Opponent10_D1
31.62,42.0,13.0,32.0,43.0,Simple pass,108.27,1,Opponent10_D1,Opponent10_D2
18.25,39.0,31.0,42.0,13.0,Simple pass,111.24,1,Opponent10_D2,Opponent10_D1
63.6,21.0,92.0,39.0,31.0,High pass,114.27,1,Opponent10_D1,Opponent10_D4
13.04,33.0,96.0,40.0,85.0,Simple pass,154.23,1,Huskies_M1,Huskies_D7
15.13,18.0,94.0,33.0,96.0,Simple pass,154.87,1,Huskies_D7,Huskies_D3
29.97,5.0,67.0,18.0,94.0,Simple pass,158.62,1,Huskies_D3,Huskies_G1
12.04,38.0,44.0,46.0,53.0,Simple pass,170.76,1,Opponent10_M3,Opponent10_M2
16.12,42.0,83.0,58.0,81.0,Head pass,208.81,1,Huskies_M4,Huskies_D7
13.34,45.0,70.0,42.0,83.0,Simple pass,209.33,1,Huskies_D7,Huskies_M1
22.63,29.0,86.0,45.0,70.0,Simple pass,211.48,1,Huskies_M1,Huskies_D3
55.58,84.0,94.0,29.0,86.0,High pass,213.4,1,Huskies_D3,Huskies_F1
14.87,32.0,93.0,43.0,83.0,Simple pass,298.25,1,Huskies_M1,Huskies_D7
10.05,40.0,94.0,39.0,84.0,Simple pass,323.57,1,Huskies_F2,Huskies_D7
