Distance,EventDestination_x,EventDestination_y,EventOrigin_x,EventOrigin_y,EventSubType,EventTime,MatchPeriod,Source,Target
4.47,53.0,52.0,49.0,50.0,Simple pass,4.91,1,Opponent5_M6,Opponent5_M5
37.22,57.0,89.0,53.0,52.0,Simple pass,7.59,1,Opponent5_M5,Opponent5_D5
29.0,78.0,69.0,57.0,89.0,Simple pass,9.58,1,Opponent5_D5,Opponent5_D6
34.23,74.0,35.0,78.0,69.0,Simple pass,13.16,1,Opponent5_D6,Opponent5_D1
27.29,70.0,8.0,74.0,35.0,Simple pass,15.47,1,Opponent5_D1,Opponent5_D7
28.02,71.0,36.0,70.0,8.0,Simple pass,17.78,1,Opponent5_D7,Opponent5_M6
35.78,55.0,4.0,71.0,36.0,Simple pass,19.23,1,Opponent5_M6,Opponent5_M4
8.0,62.0,4.0,70.0,4.0,Simple pass,21.6,1,Huskies_M12,Huskies_D5
6.32,60.0,10.0,62.0,4.0,Simple pass,23.39,1,Huskies_D5,Huskies_M3
13.93,75.0,11.0,62.0,16.0,Simple pass,26.34,1,Huskies_M3,Huskies_M12
6.08,41.0,72.0,40.0,78.0,Simple pass,47.41,1,Opponent5_M7,Opponent5_M1
47.8,28.0,26.0,41.0,72.0,Simple pass,49.86,1,Opponent5_M1,Opponent5_M4
21.4,45.0,39.0,28.0,26.0,Simple pass,49.88,1,Opponent5_M4,Opponent5_M6
7.0,44.0,22.0,37.0,22.0,Simple pass,71.55,1,Opponent5_F3,Opponent5_M4
14.32,41.0,36.0,44.0,22.0,Simple pass,71.86,1,Opponent5_M4,Opponent5_M6
31.05,43.0,34.0,35.0,64.0,Simple pass,76.62,1,Opponent5_M7,Opponent5_M6
13.04,36.0,45.0,43.0,34.0,Simple pass,78.13,1,Opponent5_M6,Opponent5_M1
11.4,25.0,48.0,36.0,45.0,Simple pass,80.87,1,Opponent5_M1,Opponent5_M5
17.09,31.0,32.0,25.0,48.0,Simple pass,83.92,1,Opponent5_M5,Opponent5_M6
10.05,30.0,42.0,31.0,32.0,Simple pass,84.96,1,Opponent5_M6,Opponent5_F3
12.17,28.0,30.0,30.0,42.0,Simple pass,87.08,1,Opponent5_F3,Opponent5_M6
27.46,20.0,81.0,15.0,54.0,Hand pass,105.21,1,Huskies_G1,Huskies_D1
48.1,56.0,84.0,89.0,49.0,Hand pass,121.56,1,Opponent5_G1,Opponent5_M7
33.14,23.0,87.0,56.0,84.0,Simple pass,125.12,1,Opponent5_M7,Opponent5_F3
20.22,41.0,77.0,21.0,74.0,Simple pass,132.5,1,Huskies_M3,Huskies_M9
36.01,72.0,54.0,73.0,90.0,Simple pass,141.79,1,Opponent5_D5,Opponent5_D1
20.62,71.0,34.0,55.0,47.0,Simple pass,150.38,1,Opponent5_M6,Opponent5_D1
1.41,72.0,33.0,71.0,34.0,Simple pass,150.39,1,Opponent5_D1,Opponent5_D1
21.26,58.0,49.0,72.0,33.0,Simple pass,156.43,1,Opponent5_D1,Opponent5_M1
8.6,53.0,42.0,58.0,49.0,Simple pass,160.62,1,Opponent5_M1,Opponent5_M4
54.0,53.0,96.0,53.0,42.0,Simple pass,161.4,1,Opponent5_M4,Opponent5_D5
36.67,69.0,63.0,53.0,96.0,Simple pass,166.82,1,Opponent5_D5,Opponent5_D6
26.83,45.0,75.0,69.0,63.0,Simple pass,170.32,1,Opponent5_D6,Opponent5_M1
14.14,46.0,44.0,60.0,46.0,Simple pass,186.06,1,Opponent5_M1,Opponent5_M4
22.09,30.0,38.0,28.0,60.0,Simple pass,193.5,1,Huskies_M4,Huskies_F2
14.14,32.0,24.0,30.0,38.0,Simple pass,194.99,1,Huskies_F2,Huskies_D5
7.21,57.0,14.0,51.0,18.0,Simple pass,199.4,1,Huskies_D5,Huskies_F4
17.69,45.0,27.0,57.0,14.0,Simple pass,201.61,1,Huskies_F4,Huskies_F2
15.23,59.0,21.0,45.0,27.0,Simple pass,206.46,1,Huskies_F2,Huskies_M12
15.65,66.0,7.0,59.0,21.0,Simple pass,208.05,1,Huskies_M12,Huskies_D5
18.25,63.0,25.0,66.0,7.0,Simple pass,210.19,1,Huskies_D5,Huskies_M12
16.12,47.0,23.0,63.0,25.0,Simple pass,211.56,1,Huskies_M12,Huskies_F2
79.12,69.0,99.0,47.0,23.0,High pass,215.48,1,Huskies_F2,Huskies_D6
6.08,75.0,97.0,81.0,96.0,Simple pass,222.96,1,Huskies_M9,Huskies_D6
17.69,88.0,85.0,75.0,97.0,Simple pass,223.87,1,Huskies_D6,Huskies_M4
7.07,81.0,74.0,88.0,73.0,Simple pass,228.16,1,Huskies_M9,Huskies_D6
11.4,56.0,79.0,45.0,82.0,Simple pass,315.98,1,Huskies_M9,Huskies_F4
11.7,46.0,58.0,57.0,62.0,Simple pass,320.63,1,Huskies_F4,Huskies_F2
16.28,53.0,45.0,56.0,29.0,Simple pass,324.82,1,Opponent5_M4,Opponent5_M6
7.07,58.0,50.0,53.0,45.0,Simple pass,326.89,1,Opponent5_M6,Opponent5_M1
20.1,33.0,32.0,35.0,52.0,Simple pass,334.05,1,Opponent5_M1,Opponent5_M6
26.93,23.0,7.0,33.0,32.0,Simple pass,335.62,1,Opponent5_M6,Opponent5_D7
16.28,35.0,18.0,23.0,7.0,Simple pass,337.88,1,Opponent5_D7,Opponent5_M6
21.21,20.0,33.0,35.0,18.0,Simple pass,340.2,1,Opponent5_M6,Opponent5_F3
32.14,34.0,87.0,37.0,55.0,Simple pass,369.69,1,Huskies_M4,Huskies_D1
25.5,57.0,98.0,34.0,87.0,Simple pass,372.84,1,Huskies_D1,Huskies_D6
32.39,43.0,93.0,75.0,98.0,High pass,402.43,1,Opponent5_D5,Opponent5_F3
13.6,63.0,86.0,59.0,99.0,Head pass,404.8,1,Huskies_D6,Huskies_F2
5.83,71.0,67.0,68.0,72.0,Simple pass,409.81,1,Opponent5_M6,Opponent5_D6
51.01,72.0,16.0,71.0,67.0,Simple pass,410.96,1,Opponent5_D6,Opponent5_D7
14.56,76.0,30.0,72.0,16.0,Simple pass,415.93,1,Opponent5_D7,Opponent5_D1
52.2,61.0,80.0,76.0,30.0,Simple pass,418.36,1,Opponent5_D1,Opponent5_M6
11.0,61.0,69.0,61.0,80.0,Simple pass,420.6,1,Opponent5_M6,Opponent5_M7
69.34,23.0,11.0,61.0,69.0,High pass,424.17,1,Opponent5_M7,Opponent5_M4
10.44,42.0,7.0,52.0,10.0,Simple pass,476.86,1,Huskies_M12,Huskies_D5
20.0,42.0,27.0,42.0,7.0,Simple pass,478.35,1,Huskies_D5,Huskies_M3
69.38,60.0,94.0,42.0,27.0,Simple pass,479.35,1,Huskies_M3,Huskies_D6
31.89,4.0,34.0,25.0,10.0,Simple pass,533.68,1,Huskies_D5,Huskies_G1
42.15,43.0,18.0,4.0,34.0,High pass,537.81,1,Huskies_G1,Huskies_M12
27.17,46.0,34.0,43.0,7.0,Head pass,543.7,1,Huskies_D5,Huskies_M3
2.83,53.0,47.0,55.0,49.0,Simple pass,555.79,1,Opponent5_M1,Opponent5_M4
10.05,54.0,57.0,53.0,47.0,Simple pass,557.69,1,Opponent5_M4,Opponent5_M7
24.6,43.0,35.0,54.0,57.0,High pass,560.59,1,Opponent5_M7,Opponent5_M5
32.0,43.0,3.0,43.0,35.0,Simple pass,562.9,1,Opponent5_M5,Opponent5_D7
75.11,31.0,94.0,27.0,19.0,Simple pass,575.11,1,Huskies_D5,Huskies_D6
17.09,25.0,78.0,31.0,94.0,Simple pass,578.38,1,Huskies_D6,Huskies_D1
6.4,62.0,97.0,67.0,93.0,Simple pass,590.47,1,Huskies_M9,Huskies_D6
45.28,95.0,66.0,62.0,97.0,High pass,592.85,1,Huskies_D6,Huskies_F4
15.81,82.0,53.0,91.0,66.0,Head pass,625.46,1,Opponent5_D5,Opponent5_M4
7.81,72.0,36.0,67.0,30.0,Simple pass,677.99,1,Huskies_M12,Huskies_F2
15.56,61.0,47.0,72.0,36.0,Simple pass,679.69,1,Huskies_F2,Huskies_M3
6.0,67.0,47.0,61.0,47.0,Simple pass,680.91,1,Huskies_M3,Huskies_M4
9.49,64.0,38.0,67.0,47.0,Simple pass,684.09,1,Huskies_M4,Huskies_F2
17.8,53.0,52.0,64.0,38.0,Simple pass,686.91,1,Huskies_F2,Huskies_M3
25.0,60.0,28.0,53.0,52.0,Simple pass,688.95,1,Huskies_M3,Huskies_F2
25.81,75.0,7.0,60.0,28.0,Simple pass,690.49,1,Huskies_F2,Huskies_D5
29.83,68.0,36.0,75.0,7.0,Simple pass,694.98,1,Huskies_D5,Huskies_F2
26.4,79.0,60.0,68.0,36.0,Simple pass,697.65,1,Huskies_F2,Huskies_M12
14.14,72.0,97.0,74.0,83.0,Simple pass,703.43,1,Huskies_M12,Huskies_D6
21.63,60.0,79.0,72.0,97.0,Simple pass,704.47,1,Huskies_D6,Huskies_M3
14.32,63.0,65.0,60.0,79.0,Simple pass,706.86,1,Huskies_M3,Huskies_F2
14.76,73.0,57.0,66.0,70.0,Simple pass,710.31,1,Huskies_F2,Huskies_M9
15.13,71.0,42.0,73.0,57.0,Simple pass,711.08,1,Huskies_M9,Huskies_M4
29.43,76.0,13.0,71.0,42.0,Simple pass,713.91,1,Huskies_M4,Huskies_D5
32.56,70.0,45.0,76.0,13.0,Simple pass,715.81,1,Huskies_D5,Huskies_F2
53.15,74.0,98.0,70.0,45.0,Simple pass,721.0,1,Huskies_F2,Huskies_D6
19.1,60.0,85.0,74.0,98.0,Simple pass,724.41,1,Huskies_D6,Huskies_M3
20.22,63.0,65.0,60.0,85.0,Simple pass,726.24,1,Huskies_M3,Huskies_F2
19.24,71.0,35.0,88.0,26.0,Simple pass,730.98,1,Opponent5_M4,Opponent5_M6
22.47,83.0,16.0,71.0,35.0,Simple pass,734.89,1,Opponent5_M6,Opponent5_M4
31.3,97.0,44.0,83.0,16.0,Simple pass,736.07,1,Opponent5_M4,Opponent5_G1
28.23,68.0,90.0,57.0,64.0,Simple pass,750.0,1,Opponent5_M1,Opponent5_D5
21.93,77.0,70.0,68.0,90.0,Simple pass,751.32,1,Opponent5_D5,Opponent5_D6
42.95,68.0,28.0,77.0,70.0,Simple pass,754.3,1,Opponent5_D6,Opponent5_D1
28.86,61.0,56.0,68.0,28.0,Simple pass,759.81,1,Opponent5_D1,Opponent5_M1
32.06,59.0,24.0,61.0,56.0,Simple pass,763.37,1,Opponent5_M1,Opponent5_D1
32.2,33.0,5.0,59.0,24.0,Simple pass,766.43,1,Opponent5_D1,Opponent5_D7
18.44,47.0,17.0,33.0,5.0,Simple pass,769.94,1,Opponent5_D7,Opponent5_D1
18.38,54.0,34.0,47.0,17.0,Simple pass,773.67,1,Opponent5_D1,Opponent5_M1
17.89,46.0,50.0,54.0,34.0,Simple pass,776.58,1,Opponent5_M1,Opponent5_M6
28.02,45.0,78.0,46.0,50.0,Simple pass,778.57,1,Opponent5_M6,Opponent5_M5
17.46,29.0,85.0,45.0,78.0,Simple pass,781.16,1,Opponent5_M5,Opponent5_M7
