Distance,EventDestination_x,EventDestination_y,EventOrigin_x,EventOrigin_y,EventSubType,EventTime,MatchPeriod,Source,Target
25.46,32.0,33.0,50.0,51.0,Simple pass,1.77,1,Huskies_F3,Huskies_D3
16.12,75.0,33.0,73.0,49.0,Head pass,10.56,1,Opponent3_M1,Opponent3_D2
24.04,23.0,4.0,40.0,21.0,Simple pass,34.89,1,Huskies_M6,Huskies_D4
25.61,7.0,24.0,23.0,4.0,Simple pass,36.34,1,Huskies_D4,Huskies_D3
9.49,4.0,33.0,7.0,24.0,Simple pass,38.98,1,Huskies_D3,Huskies_G1
9.49,21.0,31.0,30.0,28.0,Simple pass,57.22,1,Opponent3_M3,Opponent3_F1
7.28,23.0,24.0,21.0,31.0,Simple pass,59.03,1,Opponent3_F1,Opponent3_M4
12.81,33.0,32.0,23.0,24.0,Simple pass,59.39,1,Opponent3_M4,Opponent3_M1
46.1,36.0,78.0,33.0,32.0,Simple pass,61.35,1,Opponent3_M1,Opponent3_D1
19.7,54.0,70.0,36.0,78.0,Simple pass,65.01,1,Opponent3_D1,Opponent3_M3
27.59,35.0,90.0,54.0,70.0,Simple pass,72.03,1,Opponent3_M3,Opponent3_F2
23.09,57.0,83.0,35.0,90.0,Simple pass,72.21,1,Opponent3_F2,Opponent3_D1
21.54,65.0,63.0,57.0,83.0,Simple pass,72.71,1,Opponent3_D1,Opponent3_D3
26.31,61.0,89.0,65.0,63.0,Simple pass,76.0,1,Opponent3_D3,Opponent3_D1
25.63,37.0,80.0,61.0,89.0,Simple pass,80.14,1,Opponent3_D1,Opponent3_F2
8.06,38.0,72.0,37.0,80.0,Simple pass,80.28,1,Opponent3_F2,Opponent3_M3
21.1,31.0,24.0,29.0,45.0,Simple pass,96.21,1,Huskies_D2,Huskies_D3
18.6,42.0,9.0,31.0,24.0,Simple pass,98.22,1,Huskies_D3,Huskies_D4
21.4,25.0,22.0,42.0,9.0,Simple pass,100.24,1,Huskies_D4,Huskies_D3
21.21,28.0,43.0,25.0,22.0,Simple pass,103.68,1,Huskies_D3,Huskies_D2
12.65,89.0,97.0,85.0,85.0,Simple pass,126.34,1,Opponent3_D3,Opponent3_D4
10.82,59.0,86.0,53.0,77.0,Simple pass,131.31,1,Huskies_D2,Huskies_D1
50.25,56.0,94.0,6.0,89.0,Simple pass,156.81,1,Opponent3_D4,Opponent3_F1
32.14,25.0,5.0,28.0,37.0,Simple pass,218.1,1,Huskies_D3,Huskies_D4
29.15,53.0,65.0,56.0,36.0,Simple pass,227.75,1,Opponent3_M1,Opponent3_D1
26.25,28.0,73.0,53.0,65.0,Simple pass,231.43,1,Opponent3_D1,Opponent3_F2
33.6,87.0,56.0,67.0,83.0,Simple pass,261.9,1,Opponent3_D1,Opponent3_G1
53.6,34.0,64.0,87.0,56.0,Launch,266.59,1,Opponent3_G1,Opponent3_F1
41.59,88.0,6.0,95.0,47.0,Simple pass,298.23,1,Opponent3_G1,Opponent3_D2
17.69,71.0,7.0,58.0,19.0,Head pass,305.03,1,Huskies_D3,Huskies_D4
34.21,18.0,49.0,27.0,82.0,Simple pass,366.9,1,Huskies_D1,Huskies_G1
31.32,27.0,19.0,18.0,49.0,Simple pass,371.07,1,Huskies_G1,Huskies_D3
15.81,36.0,32.0,27.0,19.0,Simple pass,373.87,1,Huskies_D3,Huskies_M4
46.04,38.0,78.0,36.0,32.0,High pass,376.45,1,Huskies_M4,Huskies_D6
29.15,9.0,75.0,38.0,78.0,Simple pass,380.21,1,Huskies_D6,Huskies_D1
21.0,9.0,54.0,9.0,75.0,Simple pass,383.54,1,Huskies_D1,Huskies_G1
9.22,61.0,94.0,68.0,88.0,Simple pass,392.47,1,Opponent3_D1,Opponent3_D4
21.47,71.0,75.0,61.0,94.0,Simple pass,394.86,1,Opponent3_D4,Opponent3_D3
34.79,23.0,20.0,12.0,53.0,Hand pass,404.15,1,Huskies_G1,Huskies_D3
16.12,31.0,6.0,23.0,20.0,Simple pass,408.24,1,Huskies_D3,Huskies_D4
15.56,20.0,17.0,31.0,6.0,Simple pass,409.79,1,Huskies_D4,Huskies_D3
25.0,40.0,32.0,20.0,17.0,Simple pass,411.81,1,Huskies_D3,Huskies_M1
20.62,59.0,24.0,40.0,32.0,Simple pass,415.27,1,Huskies_M1,Huskies_F2
12.53,48.0,30.0,59.0,24.0,Simple pass,416.38,1,Huskies_F2,Huskies_M1
21.4,65.0,17.0,48.0,30.0,Simple pass,419.12,1,Huskies_M1,Huskies_F2
8.25,63.0,9.0,65.0,17.0,Simple pass,421.13,1,Huskies_F2,Huskies_M6
12.37,51.0,6.0,63.0,9.0,Simple pass,422.89,1,Huskies_M6,Huskies_D4
12.04,50.0,18.0,51.0,6.0,Simple pass,424.66,1,Huskies_D4,Huskies_M1
55.08,47.0,73.0,50.0,18.0,Simple pass,427.5,1,Huskies_M1,Huskies_D1
