Distance,EventDestination_x,EventDestination_y,EventOrigin_x,EventOrigin_y,EventSubType,EventTime,MatchPeriod,Source,Target
14.04,36.0,51.0,50.0,50.0,Simple pass,2.69,1,Huskies_F6,Huskies_D3
12.65,77.0,40.0,65.0,36.0,Simple pass,27.14,1,Opponent2_F1,Opponent2_D4
41.44,71.0,81.0,77.0,40.0,Simple pass,28.13,1,Opponent2_D4,Opponent2_D6
15.13,56.0,83.0,71.0,81.0,Simple pass,30.17,1,Opponent2_D6,Opponent2_M4
11.05,22.0,29.0,23.0,18.0,Head pass,35.97,1,Huskies_D4,Huskies_D1
7.21,28.0,25.0,22.0,29.0,Simple pass,38.92,1,Huskies_D1,Huskies_F2
18.25,25.0,7.0,28.0,25.0,Simple pass,41.03,1,Huskies_F2,Huskies_D1
44.1,69.0,10.0,25.0,7.0,High pass,43.58,1,Huskies_D1,Huskies_F5
9.85,67.0,43.0,76.0,39.0,Simple pass,59.26,1,Opponent2_D4,Opponent2_M1
12.04,68.0,31.0,67.0,43.0,Simple pass,60.63,1,Opponent2_M1,Opponent2_D2
19.03,69.0,50.0,68.0,31.0,Simple pass,63.1,1,Opponent2_D2,Opponent2_M1
3.61,72.0,48.0,69.0,50.0,Simple pass,64.34,1,Opponent2_M1,Opponent2_D4
10.0,66.0,40.0,72.0,48.0,Simple pass,68.45,1,Opponent2_D4,Opponent2_M4
27.31,55.0,15.0,66.0,40.0,Simple pass,69.43,1,Opponent2_M4,Opponent2_D2
10.44,58.0,25.0,55.0,15.0,Simple pass,74.37,1,Opponent2_D2,Opponent2_M4
13.45,48.0,16.0,58.0,25.0,Simple pass,76.14,1,Opponent2_M4,Opponent2_D2
81.49,28.0,95.0,48.0,16.0,High pass,77.92,1,Opponent2_D2,Opponent2_M3
21.1,59.0,85.0,61.0,64.0,Simple pass,91.84,1,Opponent2_D4,Opponent2_D6
19.24,68.0,68.0,59.0,85.0,Simple pass,94.47,1,Opponent2_D6,Opponent2_D4
10.77,64.0,58.0,68.0,68.0,Simple pass,96.2,1,Opponent2_D4,Opponent2_M4
23.35,60.0,81.0,64.0,58.0,Simple pass,98.52,1,Opponent2_M4,Opponent2_M1
27.2,34.0,89.0,60.0,81.0,Simple pass,101.75,1,Opponent2_M1,Opponent2_M3
26.93,81.0,81.0,88.0,55.0,Simple pass,157.18,1,Opponent2_G1,Opponent2_D6
14.14,71.0,71.0,81.0,81.0,Simple pass,158.76,1,Opponent2_D6,Opponent2_M1
14.14,57.0,73.0,71.0,71.0,Simple pass,161.09,1,Opponent2_M1,Opponent2_F1
24.84,38.0,89.0,57.0,73.0,Simple pass,163.43,1,Opponent2_F1,Opponent2_M2
27.29,11.0,93.0,38.0,89.0,Simple pass,165.03,1,Opponent2_M2,Opponent2_M3
34.06,33.0,69.0,11.0,95.0,Simple pass,187.5,1,Opponent2_M4,Opponent2_D1
56.3,2.0,22.0,33.0,69.0,High pass,190.64,1,Opponent2_D1,Opponent2_D2
22.47,10.0,43.0,2.0,22.0,Cross,193.14,1,Opponent2_D2,Opponent2_F1
4.47,17.0,5.0,13.0,7.0,Simple pass,202.61,1,Opponent2_M3,Opponent2_D2
16.28,19.0,31.0,8.0,43.0,Simple pass,205.32,1,Huskies_F1,Huskies_D4
23.26,44.0,80.0,54.0,59.0,Simple pass,210.72,1,Opponent2_D1,Opponent2_M4
21.1,26.0,69.0,44.0,80.0,Simple pass,213.45,1,Opponent2_M4,Opponent2_F1
10.44,36.0,66.0,26.0,69.0,Simple pass,215.44,1,Opponent2_F1,Opponent2_M4
16.76,20.0,61.0,36.0,66.0,Simple pass,216.96,1,Opponent2_M4,Opponent2_F1
7.81,28.0,64.0,22.0,69.0,Simple pass,228.3,1,Opponent2_F3,Opponent2_M2
26.57,19.0,89.0,28.0,64.0,Simple pass,233.01,1,Opponent2_M2,Opponent2_D6
29.21,1.0,66.0,19.0,89.0,Smart pass,235.41,1,Opponent2_D6,Opponent2_M2
34.21,10.0,33.0,1.0,66.0,Cross,237.7,1,Opponent2_M2,Opponent2_M3
38.08,57.0,41.0,72.0,6.0,Simple pass,312.93,1,Huskies_D4,Huskies_D3
53.49,76.0,91.0,57.0,41.0,High pass,314.6,1,Huskies_D3,Huskies_D8
14.56,90.0,95.0,76.0,91.0,Simple pass,319.31,1,Huskies_D8,Huskies_F6
7.07,85.0,90.0,90.0,95.0,Simple pass,321.8,1,Huskies_F6,Huskies_D8
12.08,75.0,71.0,80.0,82.0,Simple pass,323.54,1,Opponent2_D6,Opponent2_M2
18.6,64.0,86.0,75.0,71.0,Simple pass,324.85,1,Opponent2_M2,Opponent2_D6
10.3,69.0,95.0,64.0,86.0,Simple pass,328.89,1,Opponent2_D6,Opponent2_M3
14.56,65.0,81.0,69.0,95.0,Simple pass,330.21,1,Opponent2_M3,Opponent2_M4
14.56,61.0,95.0,65.0,81.0,Simple pass,331.68,1,Opponent2_M4,Opponent2_M3
21.93,77.0,80.0,61.0,95.0,Simple pass,332.87,1,Opponent2_M3,Opponent2_D4
11.4,70.0,89.0,77.0,80.0,Simple pass,334.76,1,Opponent2_D4,Opponent2_M2
39.2,76.0,29.0,72.0,68.0,Simple pass,339.75,1,Opponent2_M2,Opponent2_D2
11.05,63.0,33.0,62.0,22.0,Simple pass,344.58,1,Opponent2_D2,Opponent2_M4
14.56,67.0,47.0,63.0,33.0,Simple pass,346.02,1,Opponent2_M4,Opponent2_M1
14.21,56.0,56.0,67.0,47.0,Simple pass,347.58,1,Opponent2_M1,Opponent2_M2
9.06,57.0,47.0,56.0,56.0,Simple pass,348.67,1,Opponent2_M2,Opponent2_M1
28.64,45.0,21.0,57.0,47.0,Simple pass,350.36,1,Opponent2_M1,Opponent2_M4
25.3,53.0,45.0,45.0,21.0,Simple pass,353.05,1,Opponent2_M4,Opponent2_M1
32.02,33.0,95.0,41.0,64.0,Simple pass,358.67,1,Opponent2_M1,Opponent2_M3
29.02,34.0,66.0,33.0,95.0,Simple pass,361.39,1,Opponent2_M3,Opponent2_M1
7.07,27.0,67.0,34.0,66.0,Simple pass,363.6,1,Opponent2_M1,Opponent2_F1
6.08,33.0,68.0,27.0,67.0,Simple pass,365.2,1,Opponent2_F1,Opponent2_M1
13.0,33.0,81.0,33.0,68.0,Simple pass,366.68,1,Opponent2_M1,Opponent2_M2
10.44,36.0,71.0,33.0,81.0,Simple pass,367.79,1,Opponent2_M2,Opponent2_M1
18.03,46.0,86.0,36.0,71.0,Simple pass,368.73,1,Opponent2_M1,Opponent2_D6
24.17,24.0,96.0,46.0,86.0,Simple pass,368.76,1,Opponent2_D6,Opponent2_M3
9.06,25.0,87.0,24.0,96.0,Simple pass,370.82,1,Opponent2_M3,Opponent2_M2
